,qcom,adbe,Ratio,Spread
0,170.72999572753906,516.7100219726562,3.0264747548945787,-35.5113952395903
1,171.639892578125,515.9249877929688,3.0058570886027334,-32.14672796032063
2,171.96499633789062,515.1300048828125,2.9955515125336536,-30.430048905211333
3,166.88999938964844,501.0,3.001977361329388,-30.68808163296246
4,167.0,501.2099914550781,3.0012574338627434,-30.586212226829343
5,165.841796875,504.7950134277344,3.0438346842576345,-37.45483619828964
6,165.0800018310547,501.7550048828125,3.039465709458351,-36.574579837577986
7,163.5399932861328,497.57000732421875,3.042497418069844,-36.75563433594159
8,161.70840454101562,491.6199951171875,3.0401635370318263,-35.99832825673555
9,162.33689880371094,489.3599853515625,3.0144716879387374,-31.95648508669525
10,161.3800048828125,491.2799987792969,3.0442433009965773,-36.589372209452236
11,161.14999389648438,493.04998779296875,3.059571867620934,-39.01146146197807
12,160.47999572753906,493.0849914550781,3.072563587876907,-40.94596554785285
13,164.00999450683594,508.2300109863281,3.098774635744196,-46.083145523778754
14,163.5050048828125,506.6300048828125,3.0985596144040053,-45.91482692224481
15,163.5679931640625,509.06500244140625,3.1122531529185067,-48.17124747500141
16,161.47000122070312,505.635009765625,3.13144860310309,-50.68923610749853
17,164.33999633789062,512.4199829101562,3.118047914864237,-49.33753486397315
18,166.86000061035156,518.5399780273438,3.1076350001833504,-48.31310868973351
19,170.76100158691406,525.9199829101562,3.079860026719702,-44.6334519920464
20,171.5449981689453,525.030029296875,3.0605965484333244,-41.5208029911894
21,171.55999755859375,529.0599975585938,3.0838191016988166,-45.5082467381945
22,171.92999267578125,528.260009765625,3.0725297055168075,-43.65929207566684
23,173.69500732421875,530.1300048828125,3.052073937239157,-40.52532415525873
24,173.5500030517578,527.3900146484375,3.0388361012656047,-38.19643306973798
25,175.85000610351562,534.489990234375,3.039465292481951,-38.77570908667089
26,174.44500732421875,532.239990234375,3.0510474240467556,-40.50899725127188
27,175.41000366210938,534.3800048828125,3.0464625376337353,-39.91316717995336
28,176.1199951171875,534.5050048828125,3.034891095285128,-38.02528247026278
29,176.1300048828125,534.7100219726562,3.035882627315112,-38.20192104367506
30,174.9600067138672,531.4099731445312,3.037322546595514,-38.21891414301497
31,175.8699951171875,533.9213256835938,3.035886396243008,-38.150374022893814
32,177.1300048828125,535.5399780273438,3.0234289124626392,-36.19679409096348
33,184.0,534.3101196289062,2.903859345809273,-15.489929274872974
34,184.77999877929688,531.364990234375,2.8756629166831136,-10.333438595365077
35,184.46139526367188,531.339111328125,2.880489495206414,-11.21082710236119
36,187.6199951171875,532.489990234375,2.8381302851105055,-3.4068132367357973
37,186.24000549316406,530.2100219726562,2.846917989336709,-5.0392301084729745
38,187.5399932861328,531.77001953125,2.835501965279053,-2.9136543653947453
39,188.36000061035156,533.0900268554688,2.830165773667831,-1.9088728587781358
40,184.17999267578125,522.0399780273438,2.8344011227446932,-2.709493496746813
41,181.80130004882812,514.635009765625,2.8307553885885555,-2.0483162815283547
42,178.64999389648438,515.01611328125,2.8828218912767896,-11.363634320775315
43,185.1999969482422,516.1599731445312,2.7870409376344774,6.062308166394178
44,182.5500030517578,516.52001953125,2.829471437394623,-1.8106908859586608
45,182.02999877929688,515.9949951171875,2.8346701015078732,-2.7599217485250844
46,179.10000610351562,510.8299865722656,2.852205299630296,-5.901685650514434
47,180.0,512.4500122070312,2.8469445122612846,-4.970153882594342
48,178.17999267578125,512.1500244140625,2.8743408096664234,-9.83003792786003
49,178.69000244140625,514.1900024414062,2.8775532789531013,-10.424095935072739
50,179.73500061035156,516.7266235351562,2.8749359990009435,-9.998060477282774
51,178.77879333496094,516.2025756835938,2.8873814732401386,-12.184939623731577
52,180.0399932861328,517.2100219726562,2.872750729059782,-9.616779362294164
53,179.39999389648438,513.0700073242188,2.8599221002218393,-7.291216108194714
54,179.60360717773438,512.2999877929688,2.8523925317713723,-5.943936023192077
55,178.39999389648438,509.67999267578125,2.856950729334219,-6.736284467156292
56,177.44000244140625,503.3382873535156,2.83666749564956,-3.1162346064309756
57,177.00999450683594,512.25,2.893904388998879,-13.247055441262443
58,177.80999755859375,512.9000244140625,2.8845398540936737,-11.62900479741894
59,177.00999450683594,508.5199890136719,2.8728320704740398,-9.517044454934318
60,175.11000061035156,507.2300109863281,2.896636452620419,-13.61370683767542
61,176.39999389648438,502.0950012207031,2.846343642819762,-4.821459026876379
62,178.50999450683594,511.5799865722656,2.8658338598104374,-8.324417502429423
63,178.3699951171875,509.6099853515625,2.8570387357848683,-6.751326172364838
64,178.1999969482422,509.8900146484375,2.861335709206179,-7.513314389305673
65,176.97999572753906,507.5199890136719,2.867668670277287,-8.602093484361614
66,178.00999450683594,509.7090148925781,2.8633730162437834,-7.87098732644149
67,178.5800018310547,511.30999755859375,2.8631985234400306,-7.855951913471483
68,179.4600067138672,519.47998046875,2.89468383502857,-13.531047933937838
69,180.75,521.4000244140625,2.8846474379754494,-11.793853834076298
70,180.90499877929688,519.47998046875,2.8715623336783125,-9.434375483411554
71,182.0500030517578,518.5,2.8481186009790265,-5.208212858408228
72,182.2519989013672,516.6599731445312,2.834865879436209,-2.7955110021468497
73,182.80499267578125,517.0549926757812,2.8284511550120413,-1.6227472803580665
74,183.97999572753906,521.760009765625,2.8359605494192612,-2.996533184521081
75,180.82000732421875,511.9599914550781,2.8313238066466275,-2.1553442998058014
76,179.0,507.17999267578125,2.833407780311627,-2.5352173587434206
77,180.3206024169922,506.45001220703125,2.808608697057607,1.9387805819512667
78,177.30999755859375,500.94500732421875,2.8252496431210923,-1.0915292112747577
79,175.10499572753906,498.8399963378906,2.8488050513080663,-5.237881447453628
80,174.97000122070312,496.54998779296875,2.837914981589513,-3.3305935349545845
81,174.08999633789062,495.3999938964844,2.8456545712998027,-4.67548652816016
82,172.83999633789062,490.05999755859375,2.835339087837975,-2.8793439495183972
83,171.42999267578125,485.95001220703125,2.8346849032776267,-2.766836020772655
84,171.6699981689453,487.6300048828125,2.8405080100421625,-3.766393201202004
85,169.69090270996094,484.2200012207031,2.853541312396349,-5.967289444879963
86,165.4600067138672,477.9200134277344,2.888432213436384,-11.662242996509416
87,164.58999633789062,477.07501220703125,2.8985662726890937,-13.28379340899836
88,164.5800018310547,473.80999755859375,2.8789038296704543,-10.047114017058743
89,165.7100067138672,475.0899963378906,2.866996421997812,-8.12345515481594
90,166.10000610351562,478.1549987792969,2.878717526845271,-10.082776953733866
91,166.39999389648438,475.57000732421875,2.857992937307832,-6.647295204382896
92,165.38999938964844,475.364990234375,2.8742063727471514,-9.305696378436107
93,164.0500030517578,474.1199951171875,2.8900943998617454,-11.859702108779356
94,164.69200134277344,474.0899963378906,2.878646154473326,-10.00958488384482
95,165.14999389648438,473.92999267578125,2.8696942790857105,-8.551134315194258
96,170.5399932861328,477.6050109863281,2.800545501283093,3.0549430537426363
97,170.91000366210938,478.072509765625,2.797217831150356,3.6364544039382625
98,170.875,474.17999267578125,2.7750109300704096,7.429733206138952
99,172.014892578125,476.5799865722656,2.770573985946098,8.261429388157115
100,172.10000610351562,474.9599914550781,2.7597906717643963,10.122728414879408
101,173.8000030517578,477.9200134277344,2.749827416777486,11.982338902814934
102,173.02000427246094,479.7300109863281,2.7726852337310066,7.960980059244537
103,169.91000366210938,470.8800048828125,2.771349506996807,7.993876279351685
104,170.10000610351562,472.05999755859375,2.775190950147986,7.352556296565627
105,169.3350067138672,471.864990234375,2.7865767356167885,5.378726850521435
106,169.9490966796875,470.9750061035156,2.77127101764588,8.009707008492217
107,172.10000610351562,473.989990234375,2.754154406881758,11.092729635582533
108,173.02499389648438,479.8699951171875,2.773414316109031,7.835141926667337
109,172.57000732421875,477.6199951171875,2.767688328481386,8.795217227042304
110,168.10000610351562,468.29998779296875,2.7858415870882873,5.442400047392415
111,169.86000061035156,469.989990234375,2.766925636086057,8.742128125432476
112,169.6999969482422,462.989990234375,2.728285200709727,15.28850446186458
113,168.89999389648438,460.45001220703125,2.726169501753993,15.560407431302327
114,168.75,459.9549865722656,2.7256591796875,15.63018791893153
115,167.36000061035156,457.9700012207031,2.7364364217884494,13.674409620606628
116,166.72999572753906,457.70001220703125,2.7451569839597387,12.158282496438336
117,165.77000427246094,446.760009765625,2.6950594091276403,20.376629476304277
118,165.3800048828125,445.177490234375,2.691845912991874,20.85346836506601
119,165.46499633789062,447.1199951171875,2.702202913081015,19.151921312319576
120,165.1699981689453,445.6317138671875,2.6980185191463764,19.803858266328906
121,168.02999877929688,448.25,2.667678410143685,25.293911265075156
122,169.0800018310547,443.8999938964844,2.625384368874273,32.62076317834651
