,amat,adi,Ratio,Spread
0,144.80728149414062,166.94906616210938,1.1529051884650199,41.50483940814715
1,143.67776489257812,165.1923370361328,1.1497418348596962,41.6242929764758
2,150.02886962890625,168.88247680664062,1.1256665282113265,47.140311428403294
3,150.9206085205078,169.08856201171875,1.1203808656041974,48.22683430806123
4,154.06149291992188,169.45167541503906,1.099896360884395,52.416547529373446
5,161.22506713867188,172.20947265625,1.068130878854777,60.04261269224864
6,158.17335510253906,171.13973999023438,1.0819757846022144,56.68877733028813
7,159.50103759765625,172.25856018066406,1.0799839472843358,57.49448139613344
8,156.5286102294922,171.53228759765625,1.0958526198256449,53.91211197242225
9,155.914306640625,172.50390625,1.1064020356234097,52.05003783705479
10,158.460693359375,173.85826110839844,1.097169635084854,54.38676350740758
11,156.9051055908203,172.28799438476562,1.0980394406926506,53.70214895908089
12,152.32757568359375,169.62832641601562,1.1135759605887645,49.72652018129648
13,154.9036865234375,170.16812133789062,1.098541456030122,52.920891987058155
14,149.4244842529297,165.70265197753906,1.1089390925857603,49.44405758622426
15,148.21568298339844,167.23367309570312,1.1283129405032994,46.16083488915518
16,151.04940795898438,170.40365600585938,1.1281319027223888,47.09843980303367
17,158.0841827392578,170.52142333984375,1.0786747945624628,57.17783538402233
18,155.7359619140625,166.6251983642578,1.0699211429162658,57.67022852948418
19,165.46572875976562,168.803955078125,1.0201747294946257,69.59512413559668
20,150.9602508544922,163.40615844726562,1.0824449318434812,53.96670088314292
21,141.75559997558594,160.03005981445312,1.1289152586706594,44.000321964171064
22,137.87161254882812,155.68238830566406,1.1291837777738918,42.718011876190815
23,133.8191680908203,156.5558624267578,1.1699061103152768,35.97037154041419
24,138.01031494140625,158.44017028808594,1.1480313653030456,40.1612840764532
25,131.76820373535156,152.8755340576172,1.1601853081693245,36.677752186457326
26,134.3343963623047,156.8011932373047,1.167245303387572,36.47188292266344
27,128.95428466796875,151.71743774414062,1.1765211069549368,33.756970063041535
28,131.233154296875,155.68238830566406,1.1863037899209534,33.09532424030007
29,136.9105224609375,160.9231719970703,1.1753893645609597,36.08409300870642
30,137.33656311035156,162.29714965820312,1.1817475694931687,35.327676825541374
31,139.466796875,165.7713623046875,1.1886080846415616,34.9413158052397
32,135.255859375,159.00941467285156,1.1756194179506434,35.59935577073807
33,134.32449340820312,158.03778076171875,1.1765373295058894,35.220940704678185
34,134.8793487548828,157.8317108154297,1.1701695794977358,36.23129373622001
35,137.47528076171875,160.09877014160156,1.1645640529303252,37.727132642999095
36,142.8751983642578,165.0843963623047,1.1554447395511216,40.56888416222429
37,138.4859161376953,158.66590881347656,1.145718736161708,40.62494685140203
38,131.27279663085938,151.040283203125,1.1505832669037441,37.7948923534677
39,130.64859008789062,151.11878967285156,1.1566813661838227,36.81157570714626
40,138.5552520751953,159.02902221679688,1.147766106552859,40.362338421251934
41,139.6649932861328,165.2119598388672,1.1829160332281412,35.788011206030944
42,135.21624755859375,157.4489288330078,1.1644231494057686,37.10242283629708
43,132.12489318847656,157.3802490234375,1.1911475969856347,32.69007160726267
44,129.2959747314453,157.8905792236328,1.2211561848818575,28.07912080718503
45,126.91374206542969,153.5821533203125,1.2101302098643822,28.93441347518839
46,132.43258666992188,157.58615112304688,1.1899348573158837,32.93018244426804
47,134.715576171875,159.88401794433594,1.186826516188077,33.94159226817732
48,133.2068328857422,158.07925415039062,1.1867203110067386,33.559377577934384
49,128.65078735351562,154.78530883789062,1.2031431134001593,30.249168529952723
50,132.19436645507812,157.6157684326172,1.1923032172946468,32.555256234800424
51,129.6731719970703,157.08319091796875,1.2113777159821286,29.433270322525114
52,124.80944061279297,154.68670654296875,1.2393830609566354,24.779598459514627
53,118.33768463134766,144.26248168945312,1.2190747363265377,25.82277670528313
54,123.231201171875,146.4716033935547,1.188591866351002,30.70698591076515
55,127.6681137084961,151.50125122070312,1.186680423325006,32.108804816891876
56,124.04512786865234,148.4834442138672,1.1970114970665502,29.874961557521114
57,122.72498321533203,145.5642852783203,1.1861014885853736,30.88052261371774
58,119.2409439086914,143.6214599609375,1.204464299367803,27.77310573832869
59,123.4892807006836,148.83848571777344,1.205274537783825,28.714199287187792
60,129.51434326171875,156.3829803466797,1.2074568453832606,29.90325284237738
61,131.01316833496094,157.77352905273438,1.204257030479221,30.685305808767847
62,134.13986206054688,161.19566345214844,1.201698443520013,31.795428134107734
63,133.2068328857422,161.95506286621094,1.215816481464787,29.68356886211407
64,134.4773406982422,162.4974822998047,1.2083632934446387,30.982796894639332
65,130.44740295410156,156.9451141357422,1.2031294650684916,30.693623147589843
66,137.56431579589844,162.6848602294922,1.182609452809438,35.27010208821767
67,136.045654296875,163.3456268310547,1.200667729338906,32.40798019072383
68,136.64122009277344,164.953125,1.2071988590851574,31.663776389693705
69,140.39324951171875,167.8328399658203,1.1954480756698431,34.22276506994379
70,134.79498291015625,164.1838836669922,1.218026666292352,29.756829512153498
71,130.8245849609375,162.9018096923828,1.245192635168865,25.283666682453312
72,126.46707153320312,163.07933044433594,1.2895003297480523,18.789771104771514
73,128.4820556640625,162.23118591308594,1.2626758271775018,22.55870870974942
74,120.80925750732422,157.77352905273438,1.3059721771998238,15.894364473866315
75,118.4468765258789,158.06939697265625,1.3345172250120112,12.174139060285565
76,121.49414825439453,159.02601623535156,1.3089191415406254,15.634651437539869
77,119.07220458984375,156.55064392089844,1.3147538878628557,14.599327974273844
78,115.3797378540039,152.7537384033203,1.3239216975567036,13.04386812984188
79,113.71216583251953,153.35533142089844,1.3486273020845208,10.025068576638713
80,115.99515533447266,155.93917846679688,1.3443594089524291,10.750498175938613
81,112.52105712890625,154.34153747558594,1.3716680363104778,7.312306963378686
82,114.01988983154297,158.12855529785156,1.3868506234436493,5.697901872644164
83,116.19367218017578,160.08126831054688,1.3777107247485627,6.89616574876973
84,117.01753234863281,159.15423583984375,1.3600888058865586,9.017413616456306
85,114.83381652832031,156.52105712890625,1.3630223383745592,8.485216508657938
86,111.96520233154297,153.10877990722656,1.3674675409762787,7.739332706225039
87,113.62284851074219,156.72816467285156,1.3793719021050075,6.522766605396012
88,108.11390686035156,150.70242309570312,1.393922645773612,4.56309610430159
89,108.00472259521484,149.62745666503906,1.3853788340887634,5.479795955846069
90,113.78165435791016,158.23704528808594,1.390707897341143,5.244080864340558
91,109.53333282470703,152.2507781982422,1.3899949382705128,5.072250766661196
92,112.13394165039062,155.96876525878906,1.3909148556024717,5.123941158756478
93,112.95780181884766,156.67884826660156,1.3870564559840681,5.60807354792743
94,117.93071746826172,162.4974822998047,1.3779063316861195,6.997862331854376
95,112.63024139404297,156.05752563476562,1.3855739249353995,5.75458538331861
96,111.66741943359375,153.9766387939453,1.3788859774404651,6.439826635548681
97,104.96737670898438,150.15016174316406,1.4304459771291245,0.554347108600493
98,106.38679504394531,153.0791778564453,1.4388926538600277,-0.3171702988680378
99,103.15091705322266,149.8937225341797,1.4531496841355196,-1.8222382804759745
100,105.96990203857422,150.7813262939453,1.4228693562353132,1.3763796297257018
101,111.03215026855469,156.55064392089844,1.4099577783754316,2.944975657364151
102,109.6623764038086,155.26856994628906,1.415878216741768,2.241512398477991
103,115.97529602050781,161.58030700683594,1.3932303908779318,5.080582835155494
104,110.51600646972656,157.71435546875,1.4270725165223228,1.033094826401734
105,109.92044067382812,158.7202911376953,1.4439561028387176,-0.8361352104587949
106,105.672119140625,160.19961547851562,1.5160064620765976,-8.47355673880222
107,109.1164321899414,159.32188415527344,1.4601089951139374,-2.6031678833622633
108,105.80115509033203,159.6177520751953,1.5086579342060602,-7.704651014704186
109,107.99021911621094,160.08126831054688,1.4823682146461752,-4.995039012064555
110,114.49768829345703,161.7380828857422,1.4125881954158608,2.7809606018483892
111,118.8857650756836,166.00843811035156,1.396369346697389,4.871282901308317
112,116.70664978027344,166.85060119628906,1.429658048709503,0.8704126254665399
113,113.8907241821289,163.2540283203125,1.4334269054189526,0.3851985249442551
114,116.74644470214844,167.6829071044922,1.4362999021708658,0.09579090961110825
115,114.38823699951172,163.71969604492188,1.4312633915812578,0.6406937955406109
116,114.42803192138672,163.74942016601562,1.4310254001267209,0.6686538667945543
117,115.0947036743164,165.4139404296875,1.4371985430168837,-0.029501347850046322
118,111.90067291259766,163.49179077148438,1.461043857164139,-2.7372159070505715
119,106.70663452148438,160.1230926513672,1.5005917239300421,-6.897466092332851
120,101.373291015625,155.4762420654297,1.5337002528749473,-9.981491662269637
121,95.8409423828125,146.41043090820312,1.5276397254463916,-8.935021858999622
122,96.13945007324219,145.81593322753906,1.516712786649515,-7.907826381212121
123,96.93547058105469,148.6991729736328,1.534001661954019,-9.637205334976702
124,89.14441680908203,142.1400909423828,1.5944923533102477,-14.371540232282914
125,89.38322448730469,143.29931640625,1.6032014645723947,-15.184605246634167
