,aapl,adbe,Ratio,Spread
0,178.26019287109375,567.7449951171875,3.184923038469637,-115.4408058359498
1,178.36000061035156,568.7100219726562,3.188551356955141,-116.15115927683065
2,177.50999450683594,567.6300048828125,3.197735465317436,-117.24005171657497
3,177.6300048828125,568.260009765625,3.1991217370090266,-117.56383332989749
4,177.39999389648438,568.0402221679688,3.202030674811798,-117.93095095338454
5,177.84500122070312,569.3200073242188,3.201214559962249,-118.07523764410287
6,177.61000061035156,567.0999755859375,3.192950698930888,-116.45484285094757
7,180.83999633789062,560.8400268554688,3.101305232320215,-101.95310799092842
8,181.74989318847656,561.3499755859375,3.088584899490486,-100.14132756908198
9,181.60000610351562,560.5900268554688,3.086949383338243,-99.76383671225604
10,182.22970581054688,561.3200073242188,3.080288171610116,-98.88705025343911
11,181.86500549316406,560.8400268554688,3.08382596934818,-99.33765368349152
12,182.14500427246094,562.4600219726562,3.08797940530558,-100.2431927300952
13,182.0,564.3699951171875,3.1009340391054256,-102.52316456883666
14,182.25,550.9000244140625,3.022771053026406,-88.41528387876646
15,179.94000244140625,547.1500244140625,3.040735895245031,-90.5595659285507
16,180.02999877929688,545.1400146484375,3.028050982307331,-88.31991791201001
17,179.5,544.114990234375,3.0312812826427575,-88.64725955547654
18,179.4969940185547,542.0250244140625,3.019688587977318,-86.56496391750217
19,180.11000061035156,551.8900146484375,3.06418307022491,-94.86578204399525
20,179.66000366210938,554.0999755859375,3.0841587681810685,-98.22397317100952
21,178.92999267578125,535.1099853515625,2.9906108939554623,-81.09670813166834
22,179.30499267578125,531.2100219726562,2.962605859688406,-76.23987977234425
23,179.1300048828125,527.6900024414062,2.9458493164594226,-73.1663660840073
24,178.27000427246094,525.030029296875,2.9451394890552622,-72.70080485196509
25,177.08999633789062,519.97998046875,2.9362470564210734,-70.66171140838817
26,176.34030151367188,514.2999877929688,2.9165198390743052,-66.89466999472809
27,174.8350067138672,514.280029296875,2.941516341395744,-70.71568184300294
28,173.52000427246094,520.406982421875,2.999118082113071,-80.19804772892458
29,173.1999969482422,523.7249755859375,3.023816309549033,-84.33258436504612
30,173.0345001220703,518.2750244140625,2.9952120764843775,-79.30492150606223
31,172.77000427246094,514.6799926757812,2.9789892918224568,-76.38478794366655
32,172.97000122070312,517.530029296875,2.9920218861334598,-78.72450436219124
33,172.5740966796875,515.885009765625,2.989353672951001,-78.08969067330459
34,172.00999450683594,514.0499877929688,2.988489065805648,-77.69405433952643
35,172.18499755859375,509.5,2.9590266702917574,-72.69752176870885
36,171.77999877929688,510.760009765625,2.9733380684316457,-74.9909425983903
37,172.1999969482422,510.6382141113281,2.9653787640008473,-73.79746283821773
38,172.1699981689453,510.42999267578125,2.9646860550867373,-73.66578748630941
39,172.1300048828125,511.243408203125,2.970100468835655,-74.58125148019265
40,173.02000427246094,512.0599975585938,2.9595421622590767,-73.12688283953379
41,172.25,510.69000244140625,2.9648185918223877,-73.72166138391965
42,168.72999572753906,499.9541015625,2.963042222615908,-71.96754402298428
43,169.9250030517578,508.7149963378906,2.993761878485534,-77.67921037200757
44,168.9167022705078,505.2950134277344,2.99138573412676,-76.83204801466754
45,170.6199951171875,514.72998046875,3.016820977607087,-81.92082498532575
46,170.7949981689453,521.1099853515625,3.0510845805688995,-87.85428509028942
47,170.58999633789062,521.8400268554688,3.0590306469193598,-89.10741745568306
48,172.16000366210938,525.989990234375,3.055239190553874,-89.25128742780409
49,172.1999969482422,531.6300048828125,3.0872823130339744,-94.7892536097021
50,174.07339477539062,532.6027221679688,3.059644599079564,-90.98173416102038
51,174.0,531.5,3.0545977011494254,-90.06628903389675
52,174.44500732421875,531.7999877929688,3.0485251251965026,-89.23077836133383
53,174.4600067138672,530.6099853515625,3.041441963382581,-88.00250287810827
54,174.8302001953125,530.3800048828125,3.0336864242579122,-86.82792193369433
55,175.08999633789062,530.0399780273438,3.0272430699265462,-85.82498886254383
56,176.75999450683594,535.35498046875,3.0287112305157144,-86.87875726334819
57,175.63999938964844,532.4500122070312,3.031484935420763,-86.83161328396467
58,175.7790069580078,534.7899780273438,3.042399586175275,-88.8168818398075
59,175.68499755859375,534.3300170898438,3.0414094801215805,-88.5967990413193
60,175.6999969482422,534.7999877929688,3.0438246845872765,-89.02849670262505
61,175.4600067138672,533.4600219726562,3.040351086060315,-88.3008995514211
62,175.61000061035156,532.5700073242188,3.0326860968806675,-87.02815448479073
63,175.5800018310547,524.1400146484375,2.9851919875976063,-78.67470789264804
64,175.05999755859375,521.10498046875,2.9767221965962425,-76.96653738758864
65,173.61000061035156,517.3300170898438,2.9798399589372373,-76.89144414597764
66,173.56719970703125,521.77001953125,3.0061556585112834,-81.44065908209707
67,173.5500030517578,521.219970703125,3.0032841344732306,-80.93448992653602
68,173.23989868164062,520.114990234375,3.002281773381659,-80.62078415655846
69,172.32000732421875,516.9600219726562,3.0,-79.81304743005582
70,172.69500732421875,515.7000122070312,2.9861894689222406,-77.59617268401298
71,171.7100067138672,514.0800170898438,2.99388502119444,-78.4895444727871
72,172.1199951171875,516.9400024414062,3.003369841426319,-80.30338703631061
73,171.38999938964844,514.530029296875,3.0021006542342716,-79.75610015187745
74,171.92999267578125,516.75,3.0055837958096503,-80.59820241457244
75,172.4949951171875,520.6649780273438,3.018435275027086,-83.07149764183022
76,173.07000732421875,520.5800170898438,3.0079158436425155,-81.5193125864076
77,172.30999755859375,517.6500244140625,3.004178699718433,-80.52859118929872
78,170.5699005126953,511.0400085449219,2.9960737915004283,-78.35867645548821
79,170.0,513.77001953125,3.022176585477941,-82.54286835627052
80,169.7550048828125,512.375,3.0183204339318856,-81.7729881530474
81,170.16000366210938,513.5800170898438,3.0182181831029538,-81.94459417883475
82,170.33999633789062,514.2100219726562,3.0187274452716117,-82.11532255981582
83,169.8300018310547,513.3499755859375,3.022728434617891,-82.55659852988846
84,169.8699951171875,521.9500122070312,3.0726439466072617,-91.05458668444273
85,167.77999877929688,518.4000244140625,3.0897605685167653,-92.83751703795157
86,169.0399932861328,527.010009765625,3.117664639713744,-98.23245007188696
87,168.810302734375,526.2750244140625,3.1175527553087945,-98.08355230781753
88,167.64999389648438,520.2077026367188,3.102938989415779,-94.97692091299878
89,167.50999450683594,518.8300170898438,3.0973078270184695,-93.95646340141566
90,166.2100067138672,516.5050048828125,3.1075445762539613,-94.94855197855107
91,169.22999572753906,528.5700073242188,3.1233825011448824,-99.30762981081257
92,169.35000610351562,528.5,3.120755718644338,-98.93139921710384
93,169.10000610351562,528.0850219726562,3.1229154518739977,-99.1543311767053
94,167.60000610351562,525.9099731445312,3.1378875536538517,-100.80674227025175
95,166.64010620117188,523.27001953125,3.1401205355663064,-100.61610759366182
96,165.84500122070312,516.969970703125,3.1171875359399706,-96.34488039638047
97,164.52000427246094,510.8900146484375,3.1053367455689735,-93.6458394855156
98,164.30999755859375,504.375,3.0696549661875405,-87.66668635748381
99,165.9499969482422,513.5,3.0943055706120592,-92.60699840052048
100,163.72999572753906,508.57000732421875,3.1061504952979013,-93.34164952360778
101,163.75,505.9800109863281,3.0899542655653627,-90.70060948497952
102,163.3699951171875,504.2099914550781,3.086307195476143,-89.90022559306574
103,162.86000061035156,502.0799865722656,3.0828931885706554,-89.07154306704463
104,162.3300018310547,499.9100036621094,3.0795909445155543,-88.25392621441746
105,158.89999389648438,490.1549987792969,3.0846760075938646,-87.25106659866016
106,158.35000610351562,496.07000732421875,3.1327438471958806,-94.56944596691297
107,155.64999389648438,486.7099914550781,3.1269515614550327,-92.09888910472945
108,157.02999877929688,501.489990234375,3.193593543480893,-103.35761229690918
109,157.1999969482422,508.44000244140625,3.234351223357906,-109.87385038500999
110,158.5,513.7750244140625,3.241482803874211,-111.89173263856385
111,162.1300048828125,519.6799926757812,3.2053289152208793,-108.53423543065834
112,158.80999755859375,508.57501220703125,3.2024118130181947,-105.90071827731022
113,158.5800018310547,504.1300048828125,3.1790263530195575,-102.04257723929909
114,158.67999267578125,506.57000732421875,3.1923999918455674,-104.22743904688868
115,159.3874053955078,503.6700134277344,3.160036466983795,-99.52238259518164
116,161.72000122070312,509.6499938964844,3.1514345167543807,-99.55041837433625
117,160.6699981689453,505.7410888671875,3.1477008441575896,-98.3207430771965
118,159.8800048828125,502.7200012207031,3.144358180306428,-97.31543385808733
119,161.75999450683594,513.1099853515625,3.1720450221076053,-102.90836136287483
