,ups,hon,Ratio,Spread
0,210.2899932861328,186.3300018310547,0.8860621417088698,33.93811246511711
1,210.67999267578125,185.14999389648438,0.8788209622800519,35.52857686148811
2,210.63999938964844,184.6199951171875,0.8764716846379764,36.01648454229211
3,210.6300048828125,183.80999755859375,0.8726676793311546,36.81596334105645
4,209.8699951171875,183.10000610351562,0.8724448961905011,36.726079392191956
5,208.9949951171875,182.64999389648438,0.8739443439498109,36.25519425012899
6,207.83999633789062,182.73699951171875,0.8792196051362448,34.95260541882424
7,209.0,183.86000061035156,0.8797129215806295,35.05045494576415
8,209.17999267578125,182.4199981689453,0.8720719215804132,36.67989141915134
9,209.3699951171875,182.13999938964844,0.8699431801949556,37.159859049433884
10,210.5,185.16000366210938,0.8796199698912559,35.329133063882175
11,209.4600067138672,184.66000366210938,0.8816002947730454,34.73458785213872
12,208.92999267578125,183.72000122070312,0.8793376138475286,35.1167748390809
13,207.60000610351562,182.19000244140625,0.8776011420277166,35.247023779828815
14,207.77999877929688,181.74000549316406,0.8746751687404118,35.88645476005194
15,209.5,183.36160278320312,0.8752343808267452,36.07507982953785
16,208.9499969482422,182.61000061035156,0.8739411499277736,36.247829028266544
17,208.72999572753906,181.86000061035156,0.871269124384683,36.76628783861741
18,207.83200073242188,181.44000244140625,0.8730128267157731,36.24118748127321
19,208.3249969482422,182.4250030517578,0.875675054477888,35.775042766078705
20,206.2899932861328,180.77999877929688,0.8763391568322342,35.27829906387267
21,205.96499633789062,180.08999633789062,0.8743718570627825,35.62625713030757
22,205.72500610351562,179.56430053710938,0.8728365303669363,35.899374221780896
23,204.47999572753906,178.97000122070312,0.8752445469490966,35.18335724695097
24,202.29400634765625,175.44000244140625,0.8672525973898627,36.412702511868154
25,202.6199951171875,175.89999389648438,0.8681275201628086,36.295799278156686
26,201.3000030517578,176.65499877929688,0.8775707704975828,34.15156331662461
27,200.8699951171875,176.7949981689453,0.8801463755988204,33.55900030750728
28,202.7100067138672,179.1699981689453,0.8838734755795776,33.120528080861526
29,204.8800048828125,180.39999389648438,0.8805153728870212,34.17435585197514
30,207.27999877929688,182.33999633789062,0.8796796478759086,34.76023685870009
31,208.65499877929688,185.6199951171875,0.8896024356144256,32.92736248512275
32,209.92999267578125,187.7899932861328,0.8945362732239897,32.09923688690176
33,210.74000549316406,188.85000610351562,0.8961279357546638,31.891725390959174
34,210.8699951171875,188.64500427246094,0.8946033510724207,32.23353533649722
35,210.8699951171875,188.61000061035156,0.89443735466269,32.268538998606594
36,209.8699951171875,188.30999755859375,0.8972697476523261,31.51608793711383
37,209.9499969482422,188.55999755859375,0.8981186010928041,31.350286193274933
38,206.1199951171875,188.10000610351562,0.9125752501428753,27.779376467502367
39,208.8699951171875,189.52999877929688,0.9074065361707897,29.243632603160158
40,208.03500366210938,188.35000610351562,0.9053765125480222,29.54483508751536
41,208.27000427246094,188.2949981689453,0.9040908162781611,29.84717038106657
42,208.1999969482422,187.2899932861328,0.899567704281439,30.778495767547376
43,209.02999877929688,188.30999755859375,0.9008754660015081,30.63203033618546
44,210.35000610351562,189.88999938964844,0.9027335102438809,30.44127564302564
45,207.5,187.75999450683594,0.9048674434064382,29.57177987940394
46,206.89999389648438,186.64999389648438,0.9021266283355648,30.05030159813503
47,205.05999755859375,184.50999450683594,0.8997854125796239,30.253789273604518
48,204.00999450683594,183.63999938964844,0.9001519745812995,30.01870436004389
49,205.86000061035156,184.64999389648438,0.8969687814486451,30.955756386391606
50,205.58999633789062,184.17999267578125,0.8958606739458195,31.141590499947988
51,205.5800018310547,183.55999755859375,0.8928883934413185,31.75106685730608
52,209.24000549316406,185.64059448242188,0.8872136762034581,33.52245584217709
53,211.3000030517578,187.22500610351562,0.8860624865095481,34.10609712491142
54,212.17999267578125,187.75010681152344,0.8848624436443092,34.507145116324885
55,212.63999938964844,187.60000610351562,0.8822423186700226,35.14138178246508
56,212.6750030517578,187.36000061035156,0.8809686043110321,35.41822702379499
57,211.52999877929688,186.6750030517578,0.882498955840907,34.89816012614778
58,211.42999267578125,186.3699951171875,0.8814737812670591,35.097916225722905
59,215.5399932861328,191.28509521484375,0.8874691527010938,34.50840317589344
60,213.62989807128906,188.9499969482422,0.8844735622407538,34.83321387693251
61,213.27999877929688,188.3800048828125,0.8832520909649338,35.03495299328156
62,215.0850067138672,189.7899932861328,0.8823952733191442,35.52465261514967
63,214.97000122070312,189.19000244140625,0.8800762960743097,36.00360545554931
64,213.27999877929688,188.14999389648438,0.8821736448488208,35.26496397960968
65,212.47000122070312,187.50999450683594,0.8825245607828656,35.05247810699321
66,208.75,185.74000549316406,0.8897724814043787,32.90733653463899
67,208.57000732421875,185.42889404296875,0.8890487008264927,33.02901395285337
