,bac,wfc,Ratio,Spread
0,46.07500076293945,54.1599006652832,1.1754725939982373,2.28260522418533
1,45.8650016784668,53.900001525878906,1.1751880421533805,2.279545420461309
2,46.20000076293945,54.470001220703125,1.1790043359565845,2.129028531588828
3,45.665000915527344,53.82500076293945,1.178692646092502,2.1041070475374593
4,45.880001068115234,54.119998931884766,1.17959890305007,2.0783301137175823
5,46.15999984741211,54.68000030517578,1.1845754004750355,1.8689406645976643
6,46.2400016784668,54.77000045776367,1.1844722852436478,1.8791180770467815
7,45.849998474121094,54.18000030517578,1.1816794352949946,1.9807597651730884
8,45.13999938964844,53.2599983215332,1.1798847816056208,2.0117073543936907
9,45.275001525878906,53.619998931884766,1.1843179928163208,1.820755190859769
10,45.494998931884766,53.90999984741211,1.1849654052773209,1.8062330257257724
11,45.47999954223633,53.7599983215332,1.1820580224854096,1.937452452342539
12,45.02000045776367,53.25,1.1828076290216267,1.8714441051005917
13,45.2400016784668,53.42499923706055,1.1809239004181917,1.971928395162605
14,45.27000045776367,53.45000076293945,1.180693620995379,1.984491067807971
15,45.290000915527344,53.31999969482422,1.17730180209698,2.1395365271824556
16,44.970001220703125,53.150001525878906,1.1818990456555714,1.908833989438163
17,45.45029830932617,53.83000183105469,1.1843707045594691,1.8302573291753301
18,45.869998931884766,54.189998626708984,1.1813821645642308,1.9958058348991354
19,45.869998931884766,53.36000061035156,1.1632875921708472,2.8258038512565573
20,45.72999954223633,53.29999923706055,1.1655368416925644,2.7104992624620206
21,46.09000015258789,53.630001068115234,1.1635929895978527,2.8312869206154385
22,46.149898529052734,53.90999984741211,1.1681499107408473,2.6262923434075898
23,46.255001068115234,54.03499984741211,1.1681980023703822,2.6329007866604766
24,46.08000183105469,53.75,1.1664496064272347,2.698768181465651
25,46.130001068115234,53.810001373291016,1.1664860205365168,2.7013753979581576
26,46.5,55.0099983215332,1.183010716592112,1.9646877461890977
27,46.505001068115234,54.974998474121094,1.1821308936989372,2.0059498855983176
28,46.61819839477539,55.07500076293945,1.181405602519205,2.0476922594210105
29,46.715599060058594,55.26499938964844,1.1830095407445926,1.9796578596856076
30,46.7599983215332,55.47999954223633,1.1864842073077562,1.820254058397813
31,46.98500061035156,55.77000045776367,1.1869745606745108,1.81199896199014
32,46.939998626708984,55.59000015258789,1.1842778393469537,1.9356481926503033
33,46.38999938964844,55.040000915527344,1.1864626350439031,1.796943388633677
34,46.404998779296875,55.29999923706055,1.1916819457332275,1.5557271663626064
35,46.625301361083984,55.61000061035156,1.1927000788624758,1.5215866818019048
36,46.66469955444336,55.709999084472656,1.1938360177263374,1.4709222669837967
37,46.76499938964844,55.92499923706055,1.1958729812244946,1.381516655570712
38,46.880001068115234,55.994998931884766,1.1944325438586427,1.4555210163048837
39,46.875,55.93000030517578,1.19317333984375,1.5142573510167576
40,47.04499816894531,56.209999084472656,1.194813503501786,1.4471287323297002
41,47.099998474121094,55.72999954223633,1.1832272048343473,1.9959991563466684
42,46.84000015258789,55.279998779296875,1.1801878437065436,2.120432386374274
43,46.7599983215332,55.244998931884766,1.1814585311147066,2.0552546687493756
44,46.619998931884766,55.059898376464844,1.1810360282700003,2.065049262083752
45,46.52000045776367,55.244998931884766,1.1875537056806926,1.7547315270967854
46,46.43000030517578,55.16999816894531,1.1882403145880496,1.7170349177342086
47,47.04999923706055,56.22999954223633,1.1951115930719258,1.433390566563146
48,47.1349983215332,56.08000183105469,1.1897741344659185,1.6898233580496917
49,47.73500061035156,56.52980041503906,1.1842421638679168,1.9913421816552326
50,48.125,56.69820022583008,1.1781444202769886,2.3112960585965876
51,48.33000183105469,56.689998626708984,1.1729773738655755,2.576199085578102
52,48.595001220703125,56.904998779296875,1.1710051929179375,2.693028757899169
53,48.279998779296875,56.31999969482422,1.1665286064376414,2.883584650950132
54,48.31999969482422,56.93000030517578,1.1781870998495436,2.32367282311707
55,48.45000076293945,56.97999954223633,1.176057763570185,2.436459740877053
56,48.09000015258789,56.959999084472656,1.1844458079380447,2.0056707094326196
57,48.32899856567383,57.1150016784668,1.181795679065308,2.1499397540374954
58,48.579898834228516,57.5099983215332,1.1838229329743417,2.069118144711977
59,48.64500045776367,57.69499969482422,1.1860417134730683,1.965636432155348
60,48.540000915527344,57.349998474121094,1.181499740264231,2.1791581812943175
61,49.599998474121094,58.415000915527344,1.1777218288828275,2.4414750395239064
62,49.084999084472656,58.27000045776367,1.1871244075503418,1.941597946731795
63,49.23970031738281,58.45000076293945,1.1870502945019992,1.9553131180251508
64,49.305301666259766,58.66999816894531,1.189932850752517,1.8174611242804684
65,49.24530029296875,58.76499938964844,1.193311829556229,1.6473267297995857
66,49.31999969482422,58.814998626708984,1.1925182277095836,1.6908654041711753
67,49.380001068115234,58.7400016784668,1.189550433533614,1.8409955261911133
68,49.58000183105469,58.94020080566406,1.1887898069569365,1.8912355348571506
69,49.625,59.0,1.1889168765743072,1.887782638307618
70,49.340999603271484,59.00579833984375,1.1958776436286762,1.5263615853492407
71,49.31999969482422,59.08000183105469,1.1978913665170747,1.4258621998254721
72,49.44499969482422,59.290000915527344,1.199110148275189,1.3723869781762286
73,49.39500045776367,59.26499938964844,1.1998177718476657,1.3347799142716124
74,49.279998779296875,59.060001373291016,1.1984578497616123,1.3957738750706365
75,49.904998779296875,60.02000045776367,1.2026851402842438,1.2183941047150437
76,49.8849983215332,59.875,1.2002606397634086,1.3383501712194654
77,49.81999969482422,59.790000915527344,1.200120459288941,1.3419585666464666
78,49.310001373291016,59.31999969482422,1.2030013798976522,1.1733445287909188
79,49.165000915527344,59.25,1.205125575036603,1.0617759695324747
80,49.08000183105469,59.13999938964844,1.2049714177522386,1.0653414995791248
81,49.040000915527344,59.04999923706055,1.2041190484228514,1.105252869648515
82,49.244998931884766,59.810001373291016,1.2145396013922076,0.6019473845492538
83,49.3650016784668,60.119998931884766,1.2178668467079043,0.44221617351101195
84,49.099998474121094,59.939998626708984,1.2207739407222442,0.29038187704861507
85,48.550899505615234,59.23500061035156,1.2200597973164358,0.30780316042293343
86,47.880001068115234,58.439998626708984,1.2205513225359133,0.26271222406797357
87,47.7400016784668,58.255001068115234,1.220255530371949,0.2724038205761712
88,47.91999816894531,58.30500030517578,1.216715411791491,0.447794551390464
89,47.39500045776367,57.5,1.2132081326012742,0.5953974987454398
90,47.27009963989258,57.80500030517578,1.2228660558268107,0.13399752570576418
91,47.779998779296875,58.16999816894531,1.2174549948743496,0.40749072553538745
92,47.70000076293945,57.959999084472656,1.2150943009943245,0.517317021700249
93,47.125,57.505001068115234,1.2202652746549651,0.25230431372412987
94,47.2400016784668,57.654998779296875,1.2204698715236817,0.24631065810087982
95,47.400001525878906,57.84000015258789,1.2202531284942908,0.26165963815466675
96,47.90999984741211,58.790000915527344,1.22709248805608,-0.049725866226113524
97,47.92499923706055,58.47999954223633,1.220239968142004,0.2790576063270347
98,47.779998779296875,58.47850036621094,1.2239117174601046,0.09898852826976245
99,47.86330032348633,58.516998291015625,1.2225859457146873,0.1648000392705793
100,47.98500061035156,58.525001525878906,1.2196519908609442,0.3091887964622142
101,47.814998626708984,58.310001373291016,1.2194918550247458,0.3113140117110671
102,47.77000045776367,58.369998931884766,1.2218965537480617,0.19497015533091222
103,48.1150016784668,58.41999816894531,1.2141742934842372,0.5769783082163311
104,47.95000076293945,58.28519821166992,1.2155411321018903,0.5051656201498087
105,47.67070007324219,57.93000030517578,1.2152118642304603,0.5106257439186717
106,47.46989822387695,57.915000915527344,1.2200363405539512,0.274182884569262
107,47.720001220703125,58.290000915527344,1.221500407050251,0.21235958190481163
108,47.720001220703125,58.150001525878906,1.2185666395299832,0.35235897155324913
109,47.68000030517578,58.150001525878906,1.219588950371013,0.3022701890347488
110,46.540000915527344,56.61000061035156,1.216373001648664,0.41477423988923867
111,46.665000915527344,57.119998931884766,1.2240436689433047,0.06129978117944823
112,46.68000030517578,57.03499984741211,1.2218294660355473,0.16508096491423707
113,46.349998474121094,56.540000915527344,1.2198490350996603,0.24685460611517662
114,46.14500045776367,56.1349983215332,1.2164914457615692,0.3951605489781098
115,46.04499816894531,55.970001220703125,1.2155500802788968,0.43493569351192995
116,46.06999969482422,56.14500045776367,1.218688969604472,0.29124313970775084
117,46.34960174560547,56.41999816894531,1.2172703981063795,0.3663605728591417
118,46.09000015258789,56.130001068115234,1.2178346904380215,0.3312869206154385
119,45.94409942626953,55.959999084472656,1.2180018714759335,0.3185933420812841
120,45.82109832763672,55.81990051269531,1.218213935282906,0.30467105714237697
121,46.099998474121094,55.939998626708984,1.213449034236123,0.5338091692867106
122,45.93000030517578,55.57500076293945,1.2099934768926355,0.6859368724464172
123,45.959999084472656,55.650001525878906,1.2108355664584851,0.6485003080312364
124,45.88999938964844,55.849998474121094,1.217040732554888,0.36085037874627623
125,45.6349983215332,55.5099983215332,1.2163909359746905,0.3815405136902239
126,45.73500061035156,55.685001373291016,1.2175576829595012,0.3317594182286694
127,45.5,55.31999969482422,1.2158241691170157,0.4024954703107735
128,45.40999984741211,54.959999084472656,1.2103060838835213,0.6497987083603132
129,45.72999954223633,55.41999816894531,1.2118958828713584,0.5905003305772549
130,45.560001373291016,55.27000045776367,1.2131255222078423,0.527627881149078
131,45.32500076293945,54.7599983215332,1.2081632079377347,0.743364390994854
132,45.2599983215332,54.5,1.2041538228266064,0.921967246753189
133,45.57500076293945,54.849998474121094,1.2035106430261182,0.9664119640537887
