,abt,jnj,Ratio,Spread
0,120.62999725341797,177.98379516601562,1.4754522027560817,13.740186126063293
1,120.33999633789062,177.77999877929688,1.4773143110302764,13.483067886493473
2,119.5,177.24000549316406,1.4831799622858917,12.688008152332912
3,119.51499938964844,176.94920349121094,1.4805606358605483,13.002649520661095
4,119.66999816894531,176.92999267578125,1.478482454942454,13.268208539181444
5,120.30000305175781,177.5500030517578,1.4758935872625771,13.649500054247085
6,120.20999908447266,177.75999450683594,1.478745494224007,13.29646027509628
7,119.9800033569336,178.0,1.4835805552568644,12.690909746966156
8,120.25,179.6999969482422,1.494386669008251,11.420033519297647
9,120.08999633789062,179.00999450683594,1.4906320256948409,11.855733218273429
10,120.07499694824219,178.5850067138672,1.487278877807055,12.256881644867121
11,120.11000061035156,179.02000427246094,1.4904670998480727,11.87751735836332
12,119.80000305175781,178.72000122070312,1.4918196716864005,11.684824003939838
13,120.37999725341797,179.66000366210938,1.4924406692242906,11.666638689288561
14,120.21499633789062,179.60000610351562,1.493990030983409,11.464391091934232
15,120.0999984741211,179.86000061035156,1.4975853696543338,11.02162406761525
16,119.88999938964844,180.00999450683594,1.5014596331908765,10.537866916057538
17,120.16999816894531,179.8699951171875,1.4967961875501636,11.1228839791371
18,119.91999816894531,179.82000732421875,1.499499750415984,10.775532831424897
19,119.31999969482422,178.71499633789062,1.497779054600876,10.926932785283157
20,118.37999725341797,177.22999572753906,1.4971278918696032,10.917935098411249
21,117.88999938964844,175.98500061035156,1.492789901785378,11.38414928709426
22,117.87999725341797,176.4499969482422,1.4968612237826122,10.90325599634619
23,117.68000030517578,176.27999877929688,1.4979605567824235,10.755387863075612
24,117.38999938964844,176.9499969482422,1.507368582232447,9.624475067841729
25,118.58999633789062,178.10000610351562,1.5018130668970346,10.381687977508022
26,118.06999969482422,177.89849853515625,1.5067205809686701,9.756735884612766
27,118.55999755859375,178.1999969482422,1.50303644245753,10.234018400031289
28,118.4000015258789,176.47940063476562,1.4905354591249071,11.70032409689955
29,118.86000061035156,176.24000549316406,1.482752857043274,12.67082143425543
30,118.75,176.35000610351562,1.4850526829769737,12.385990719938462
31,118.8550033569336,176.5800018310547,1.485675796926841,12.322882682847165
32,118.72000122070312,176.61000061035156,1.487617914373414,12.078317480352354
33,118.57499694824219,176.1199951171875,1.4853046565463006,12.337859597461062
34,118.86000061035156,176.4499969482422,1.4845195695958553,12.460829979177305
35,119.66999816894531,178.98500061035156,1.4956547451239006,11.213200604611131
36,120.83999633789062,178.97000122070312,1.4810493764024157,13.087743326449129
37,120.7300033569336,178.4499969482422,1.4780915429999755,13.432929620766828
38,120.9000015258789,179.06500244140625,1.4811000842136217,13.088111697068484
39,120.2300033569336,178.35499572753906,1.483448313629723,12.733252960108047
40,119.54000091552734,178.07940673828125,1.4897055828544006,11.912182592823314
41,119.5,177.66000366210938,1.4866945913147227,12.2680099833876
42,118.16999816894531,180.02000427246094,1.523398553455928,7.794163298416009
43,118.5999984741211,180.13999938964844,1.5188870295723955,8.357591644232656
44,118.93000030517578,180.63999938964844,1.5188766411008499,8.382081956128843
45,119.2249984741211,181.1999969482422,1.5198154687967838,8.290941437341303
46,119.1500015258789,180.99000549316406,1.519009678349469,8.381736060544
47,119.45999908447266,181.38999938964844,1.5184162127892182,8.47443857024092
48,119.97000122070312,182.2899932861328,1.5194631277095894,8.385019507975898
49,122.61000061035156,181.55999755859375,1.4807927302405155,13.310913479040067
50,122.21009826660156,182.3800048828125,1.4923480749107179,11.85531906025551
51,122.41000366210938,182.38189697265625,1.4899264072901135,12.171147762761677
52,123.56999969482422,182.41000366210938,1.4761673878174306,13.986687452640666
53,123.97000122070312,181.9199981689453,1.4674517736357373,15.112437676058676
