,intc,aapl,Ratio,Spread
0,51.66999816894531,177.381103515625,3.432961288979386,61.36691851751908
1,51.7400016784668,177.8300018310547,3.4369925794777108,61.24148062449905
2,51.692100524902344,177.1649932861328,3.4273127129121925,61.68515558955073
3,51.42499923706055,177.09500122070312,3.443753113234385,60.52097102609363
4,51.775001525878906,177.85000610351562,3.4350555453797553,61.38319775008773
5,52.19499969482422,178.77999877929688,3.4252322985840564,62.393861850901885
6,52.2599983215332,178.99000549316406,3.424990647567875,62.48418984018099
7,52.220001220703125,178.90499877929688,3.425986108716678,62.38438468935607
8,52.08000183105469,177.64999389648438,3.411098073167766,62.99250397997011
9,52.02830123901367,177.76119995117188,3.4166251005304162,62.64240854023993
10,51.89500045776367,178.1999969482422,3.4338567371875386,61.58767775205837
11,51.63930130004883,178.00999450683594,3.4471805393437345,60.59618860640566
12,51.29999923706055,177.1925048828125,3.4540449808584737,59.84588842433416
13,51.439998626708984,177.7899932861328,3.456259681815381,59.89528561321231
14,50.55500030517578,176.2259063720703,3.4858254437401013,57.37012139012856
15,50.52000045776367,176.47000122070312,3.4930720431849096,56.964305143446126
16,50.22999954223633,176.74000549316406,3.5186145153067483,55.354313500682395
17,50.0,176.61000061035156,3.5322000122070314,54.421575249695934
18,49.90520095825195,176.4250030517578,3.5352027376734867,54.168541368188215
19,50.005001068115234,176.46499633789062,3.528946956675705,54.589687615109796
20,49.5099983215332,174.67999267578125,3.5281760977117287,54.08746598526119
21,48.244998931884766,173.25,3.591045783721644,49.672362611992924
22,48.062801361083984,172.9250030517578,3.5978968798055457,49.15549172223555
23,47.51499938964844,172.85000610351562,3.637798765102637,46.69929761607784
24,47.42499923706055,172.3350067138672,3.6338431098844377,46.79843946412578
25,47.90340042114258,173.35499572753906,3.6188453054165093,47.98896603948958
26,47.790000915527344,173.03500366210938,3.6207365630304675,47.78498077523852
27,48.119998931884766,174.25999450683594,3.6213632247479044,48.08478916550686
28,48.845001220703125,177.36000061035156,3.631077821228038,48.33475148774818
29,48.92499923706055,177.64500427246094,3.630965907872623,48.41938918133346
30,48.92499923706055,177.66000366210938,3.6312724871241784,48.40438979168502
31,48.96500015258789,177.22959899902344,3.61951594908055,49.0196239457735
32,49.020999908447266,177.49000549316406,3.62069329113336,49.01797168851226
33,49.1349983215332,178.2899932861328,3.6285743233250094,48.744728555959284
