,cmcsa,chtr,Ratio,Spread
0,47.744998931884766,571.8800048828125,11.977799092606183,-53.615629064360974
1,47.690101623535156,569.8200073242188,11.948391551403436,-52.151533063677334
2,47.5099983215332,570.4600219726562,12.007157274811009,-54.74654043351052
3,47.474998474121094,570.0999755859375,12.008425358806539,-54.76641182830974
4,47.70500183105469,571.77001953125,11.985536056704287,-53.93980588601005
5,47.72999954223633,572.739990234375,11.999580886808028,-54.63843040686936
6,47.779998779296875,572.239990234375,11.976559331398041,-53.59569663440561
7,47.619998931884766,567.4400024414062,11.91600199851049,-50.53248175808062
8,47.68000030517578,567.1699829101562,11.895343525167482,-49.61115685511447
9,47.70000076293945,566.8499755859375,11.883647096843486,-49.074047740323635
10,47.60490036010742,569.969970703125,11.972926450671787,-53.22634261699261
11,47.57500076293945,569.530029296875,11.971203786937915,-53.11095658638703
12,47.61000061035156,568.8300170898438,11.947700268799542,-52.03102659783781
13,47.709999084472656,570.0700073242188,11.94864846496611,-52.1855492872852
14,47.185001373291016,554.77001953125,11.757338208858812,-42.5843282170855
15,47.11750030517578,552.9199829101562,11.734917585375786,-41.46700496318084
16,47.125,555.1599731445312,11.780582984499336,-43.6255872020829
17,47.1349983215332,550.0399780273438,11.669460010907923,-38.39706189357565
18,47.095001220703125,547.7999877929688,11.631807486866652,-36.59123383241217
19,47.099998474121094,548.27001953125,11.640552808775457,-37.00702117899982
20,46.81999969482422,545.4600219726562,11.650150053994018,-37.236365872549584
21,46.915000915527344,547.9099731445312,11.678779973404856,-38.65509389119052
22,47.29499816894531,553.2100219726562,11.697009057839507,-39.83033292224434
23,47.34000015258789,553.030029296875,11.682087611202574,-39.16185086569283
24,47.45500183105469,554.489990234375,11.68454259486542,-39.37348685938673
25,47.77000045776367,559.530029296875,11.713000291712142,-40.9942658882253
26,47.67499923706055,558.1900024414062,11.708233065004283,-40.68546218599067
27,47.709999084472656,561.8200073242188,11.775728738319438,-43.9355492872852
28,47.970001220703125,561.10498046875,11.696997419015815,-40.39824056231237
29,47.88999938964844,560.3599853515625,11.700981258995087,-40.5216526074131
30,47.8650016784668,560.0,11.699571301841805,-40.43301343811618
31,47.95000076293945,558.2899780273438,11.64316932522024,-37.800339911478204
32,48.17499923706055,563.9099731445312,11.705448512196778,-40.9780123486122
33,48.17499923706055,563.2899780273438,11.692578867629964,-40.3580172314247
34,48.099998474121094,562.1400146484375,11.686902962187864,-40.02217521518048
35,47.915000915527344,558.8900146484375,11.66419709839395,-38.78029431408993
36,47.94499969482422,560.885009765625,11.69850898604081,-40.449657449385654
37,47.95000076293945,560.6300048828125,11.69197071871839,-40.140366766946954
38,48.02000045776367,562.6699829101562,11.717408945155187,-41.42050923125487
39,47.90999984741211,558.8900146484375,11.665414661415957,-38.834580113716015
40,47.755001068115234,554.8599853515625,11.618887507931143,-36.48703793385869
41,47.880001068115234,556.7899780273438,11.62886310790263,-37.06017547451404
42,47.900001525878906,561.6900024414062,11.726304479091556,-41.743098098004566
43,47.869998931884766,561.1900024414062,11.723209002781374,-41.56877148782894
44,48.064998626708984,562.0549926757812,11.693644205441752,-40.31707102404221
45,48.19499969482422,562.8099975585938,11.677767426545607,-39.66093497210261
46,47.91999816894531,556.8099975585938,11.619574683528182,-36.64603283255258
47,47.75,558.219970703125,11.690470590641361,-39.90130908504739
48,47.72999954223633,561.260009765625,11.759061704347292,-43.15844993811936
49,46.7599983215332,551.1699829101562,11.787211349328468,-43.59763218176573
50,46.68000030517578,549.6849975585938,11.775599699335174,-42.98101258455881
51,46.7400016784668,546.375,11.689665818983398,-39.01970965424891
52,47.005001068115234,548.8900146484375,11.67726842199275,-38.658198041488845
53,47.154998779296875,550.1400146484375,11.666631934894106,-38.27999672409737
54,47.23500061035156,553.77001953125,11.723722078451528,-41.04159444462164
55,47.13999938964844,552.3300170898438,11.71680153248222,-40.63281515644951
56,47.20000076293945,557.4400024414062,11.810169352350892,-45.09149513629586
57,47.349998474121094,555.9199829101562,11.740654716472516,-41.94327428765439
58,47.529998779296875,558.3800048828125,11.747949068452991,-42.449421553094794
59,47.54999923706055,557.4400024414062,11.723238935552635,-41.29231732111646
60,47.35499954223633,555.989990234375,11.740893160361722,-41.95899581224694
61,47.560001373291016,556.1849975585938,11.694385649680383,-39.92874083905167
62,47.439998626708984,557.5,11.751686680828115,-42.54635402389022
63,48.20000076293945,569.010009765625,11.805186737738222,-45.80666137950777
64,48.09000015258789,567.530029296875,11.801414587151633,-45.52072005493767
65,47.96229934692383,563.4000244140625,11.746726743412427,-42.77688712352517
66,47.80500030517578,564.1300048828125,11.800648494541164,-45.214323692644825
67,47.744998931884766,561.3499755859375,11.757251819960986,-43.085599767485974
68,47.753700256347656,561.52001953125,11.758670354693823,-43.16119221855956
69,47.61000061035156,559.9000244140625,11.760134787570802,-43.10103392205656
70,47.810001373291016,567.0,11.859443290389732,-48.03003301020624
71,47.77000045776367,564.0800170898438,11.808248098900078,-45.54425368119405
72,47.494998931884766,560.010009765625,11.790925831344195,-44.459344217425155
73,47.61000061035156,560.8099975585938,11.77924785484376,-44.01100706658781
