,pm,pep,Ratio,Spread
0,112.0,167.5399932861328,1.4958927971976144,28.12201333873708
1,111.88999938964844,166.97999572753906,1.49235853640542,28.48811053560698
2,111.9000015258789,166.75,1.4901697741392437,28.735737236527942
3,112.22000122070312,167.5500030517578,1.4930493782675796,28.499804296559777
4,112.29000091552734,167.91000366210938,1.4953246263522912,28.263193602896823
5,111.73999786376953,166.99000549316406,1.4944514827783861,28.213689963222894
6,111.41999816894531,167.0,1.4988332682143752,27.63962534459728
7,111.8499984741211,167.61500549316406,1.49856958229593,27.782590324946742
8,111.55000305175781,167.6699981689453,1.5030927259692546,27.198789484139585
9,111.62000274658203,167.72999572753906,1.5026876151252846,27.262181842234444
10,107.94000244140625,166.8000030517578,1.5453029394019415,21.70536150818842
11,109.63999938964844,168.0399932861328,1.5326522639692586,23.46199122110372
12,108.86000061035156,168.01499938964844,1.5434043583283958,22.112065060631554
13,108.52999877929688,167.49000549316406,1.5432599961027031,22.055357871944384
14,108.15499877929688,167.50999450683594,1.5487956765517605,21.374348565620924
15,108.54000091552734,168.6699981689453,1.553989282718128,20.892996169545004
16,108.58999633789062,168.38999938964844,1.5506953224833255,21.26112291876672
17,108.91500091552734,168.16000366210938,1.5439563168395092,22.064010969032527
18,108.56999969482422,168.66000366210938,1.5534678468839471,20.95587014803431
19,108.68000030517578,168.6699981689453,1.551987464991869,21.139776002922222
20,108.40499877929688,167.88499450683594,1.548683145586627,21.44002876072196
21,108.16999816894531,167.4199981689453,1.5477489230189354,21.49078463933822
22,108.61000061035156,166.97000122070312,1.5373354229112242,22.7163830344758
23,108.5999984741211,166.69000244140625,1.534898754912301,22.978750840390806
24,104.11499786376953,162.41000366210938,1.559909782398657,19.3529458436953
25,102.56999969482422,161.52000427246094,1.5747294993958296,17.519544855257354
26,102.58000183105469,161.4600067138672,1.5739910687444283,17.597173387232974
27,101.44000244140625,160.4499969482422,1.5817231179674043,16.597682539076548
28,101.5999984741211,161.77000427246094,1.5922244754134123,15.559703546506487
29,102.2300033569336,162.16000366210938,1.586227118627118,16.28022685554777
30,102.79000091552734,163.7899932861328,1.5934428624116383,15.637356565033176
31,105.45999908447266,166.32000732421875,1.5770909232703263,17.813803782988376
32,105.31999969482422,167.4600067138672,1.5900114622018626,16.42702455996275
33,105.05999755859375,167.8300018310547,1.597468168009932,15.598718274292313
34,104.93000030517578,167.75,1.5986848328611465,15.449571245351652
35,105.17500305175781,168.3000030517578,1.6001901418432616,15.331439626250106
36,104.95999908447266,167.97000122070312,1.6003239585160391,15.282449496301897
37,105.23999786376953,168.38999938964844,1.6000570392221498,15.356010994110992
38,101.86000061035156,162.50999450683594,1.5954250297768091,15.278024480614423
39,101.66000366210938,163.7100067138672,1.610367901008497,13.725473496899244
40,100.86000061035156,162.66000366210938,1.6127305440985205,13.365294544936749
41,100.48999786376953,162.19000244140625,1.6139915005399947,13.183084235433089
42,100.48999786376953,161.7097930908203,1.6092128224546698,13.663293586019027
43,100.51499938964844,162.33999633789062,1.6150822993947036,13.077161048157283
44,101.04000091552734,163.75,1.6206452743097282,12.592588485458581
45,101.16000366210938,162.44000244140625,1.6057729988225573,14.11411737915805
46,101.13999938964844,163.25,1.6140992780815504,13.268857873800531
47,100.83000183105469,162.1999969482422,1.6086481602967315,13.772421787150567
48,100.61000061035156,161.52999877929688,1.605506389020709,14.054619232648182
49,101.20999908447266,162.1999969482422,1.6026084222455688,14.442250842246953
50,101.37999725341797,162.22000122070312,1.600118421932922,14.721905874816603
51,101.44000244140625,162.27000427246094,1.599664830116613,14.777675214857798
52,101.83000183105469,164.38499450683594,1.6143080776878087,13.350145008961054
53,102.47000122070312,164.77000427246094,1.6079828467804358,14.093275466915376
54,102.80000305175781,165.47000122070312,1.6096303142850314,13.974979603844734
55,103.19499969482422,165.58999633789062,1.6046319766227573,14.551253277580319
56,103.41500091552734,165.05999755859375,1.5960933723089168,15.46905278032489
57,103.13500213623047,165.02999877929688,1.600135699433153,15.00549189286733
58,102.51000213623047,164.47000122070312,1.6044288146841617,14.463788963708428
59,101.91999816894531,164.67999267578125,1.6157770372287812,13.213785254975821
60,102.09500122070312,163.8300018310547,1.6046819126520835,14.37225761567004
61,102.19999694824219,163.75,1.6022505370810234,14.637337597511507
62,102.66999816894531,164.0749969482422,1.5980812299056815,15.140821567818055
63,102.98999786376953,164.21499633789062,1.5944751892810671,15.564892289959293
64,102.66000366210938,163.6300048828125,1.5939021921465844,15.56819610835814
65,102.4800033569336,163.33999633789062,1.593871887074244,15.540914374867587
66,99.73999786376953,161.97000122070312,1.6239222447340615,12.081044870833043
67,99.68000030517578,163.0800018310547,1.6360353263621221,10.865285317174742
68,99.83000183105469,165.24000549316406,1.6552138882337666,8.969692461824454
69,100.1500015258789,165.96499633789062,1.65716419180488,8.808771728887567
70,99.99500274658203,166.35000610351562,1.6635831945032042,8.150542394058679
71,99.63500213623047,165.4600067138672,1.6606614459408,8.405961226882201
72,99.77999877929688,165.75,1.6611545603104487,8.371556536571408
73,93.75,164.1999969482422,1.7514666341145833,-0.7076445657495432
74,93.3499984741211,162.89999389648438,1.7450454907253614,-0.11273251585188482
75,93.625,162.74000549316406,1.7382110066025533,0.5320067917780344
76,94.0199966430664,162.8800048828125,1.7323974760514336,1.088276193052682
77,94.18000030517578,162.63999938964844,1.726905912748339,1.6103234663577022
78,94.125,162.67999267578125,1.72833989562583,1.4733799993629797
79,93.22000122070312,162.4499969482422,1.7426517359041167,0.10811557239498293
80,93.77999877929688,160.24000549316406,1.7086799699184798,3.305226360981951
81,94.33000183105469,158.5,1.680271355065528,6.014733662765227
82,95.62999725341797,160.69000244140625,1.6803305140287759,6.116260166789122
83,95.9800033569336,160.38999938964844,1.6710772429667962,7.033226250482247
84,95.38999938964844,159.30999755859375,1.670091189620888,7.0732158278824535
85,94.55000305175781,158.52999877929688,1.6766789387887766,6.372535606916049
86,93.97000122070312,157.89999389648438,1.6803234207226596,5.980159209455966
87,94.98999786376953,157.44000244140625,1.6574376879890003,8.2381199432098
88,94.01000213623047,157.4499969482422,1.6748217569453985,6.500666602733393
89,94.69000244140625,158.22999572753906,1.671031699734627,6.9193184920510795
90,94.2699966430664,157.91000366210938,1.67508230916781,6.498957608856873
91,94.3499984741211,157.39999389648438,1.6682564540756937,7.149988264552352
92,94.23999786376953,158.11160278320312,1.677754736494842,6.244479016109754
93,93.80999755859375,157.3699951171875,1.6775396995282317,6.228116208611855
94,92.81999969482422,154.58999633789062,1.66548154326821,7.263025180886391
95,91.9000015258789,153.8000030517578,1.6735582208717152,6.431318576685445
96,92.01000213623047,154.25,1.676448173228131,6.175221990167106
97,92.2750015258789,154.4199981689453,1.673475975241654,6.472343752149531
98,92.31900024414062,155.0399932861328,1.6793941970355448,5.929906089953111
99,91.80500030517578,154.25900268554688,1.680289768234444,5.804858316999233
100,91.88999938964844,154.5,1.6813581567767937,5.713690655061388
101,91.96990203857422,156.2100067138672,1.6984905197392648,4.144530000865021
102,91.29000091552734,155.7100067138672,1.7056633273336157,3.4460541626501175
103,91.0199966430664,154.58999633789062,1.6984179525309482,4.090122396761846
104,90.51000213623047,155.19000244140625,1.714617155878785,2.5911383781545148
105,89.6050033569336,154.9250030517578,1.7289771468968957,1.2608776132958932
106,89.33499908447266,154.42999267578125,1.728661714427921,1.2799458474076213
