,amzn,aapl,Ratio,Spread
0,169.22000122070312,177.381103515625,1.048227764070737,52.42955802280224
1,169.58248901367188,177.8300018310547,1.0486342243550741,52.47293933685384
2,169.00050354003906,177.1649932861328,1.0483104462713002,52.347577560675944
3,169.02499389648438,177.09500122070312,1.0477444615626554,52.45082896291814
4,169.34100341796875,177.85000610351562,1.0502477398491898,52.124983497792016
5,170.03500366210938,178.77999877929688,1.0514305579959606,52.13748375466224
6,169.3155059814453,178.99000549316406,1.0571388866934546,50.95035709766776
7,168.18099975585938,178.90499877929688,1.0637646288166025,49.49463798515154
8,166.46249389648438,177.64999389648438,1.0672073314422228,48.41581137315424
9,167.15150451660156,177.76119995117188,1.0634735263990194,49.24032204978633
10,167.41400146484375,178.1999969482422,1.0644270813015806,49.15801126529249
11,166.6719970703125,178.00999450683594,1.068025808989019,48.34032832942913
12,165.88926696777344,177.1925048828125,1.0681372467408328,48.09482468213156
13,166.35000610351562,177.7899932861328,1.0687705846881566,48.123046979778906
14,165.11700439453125,176.2259063720703,1.0672789699539087,48.012645438719915
15,165.05450439453125,176.47000122070312,1.0691619829949344,47.6836719336485
16,164.75149536132812,176.74000549316406,1.0727672310684835,47.00216366715492
17,165.17050170898438,176.61000061035156,1.0692587283019976,47.70120368322034
18,165.218994140625,176.4250030517578,1.0678251854117626,47.95205680093565
19,165.12950134277344,176.46499633789062,1.0686460923271799,47.79052705972168
20,162.95350646972656,174.67999267578125,1.0719621593919688,46.62040238196701
21,164.49449157714844,173.25,1.053226757558293,50.14314298590605
22,164.7624969482422,172.9250030517578,1.0495410439554078,50.832106907216485
23,164.27450561523438,172.85000610351562,1.0522022602117391,50.24438307626852
24,163.1824951171875,172.3350067138672,1.0560875821276474,49.27636832365991
25,164.09295654296875,173.35499572753906,1.056443855846701,49.492839190939804
26,163.15460205078125,173.03500366210938,1.060558522328735,48.53849095940947
27,163.60250854492188,174.25999450683594,1.0651425583672376,47.921783337607394
28,166.22000122070312,177.36000061035156,1.0670196083975296,48.37648541902283
29,166.34750366210938,177.64500427246094,1.0679150595087945,48.26463753162071
30,167.15249633789062,177.66000366210938,1.0628618031703119,49.34286529018391
31,167.07550048828125,177.22959899902344,1.0607755085638926,49.66870508501077
32,167.2239990234375,177.49000549316406,1.0613907485150365,49.60996828922475
33,167.4499969482422,178.2899932861328,1.0647357213224746,49.11689889970134
34,168.36898803710938,178.46499633789062,1.0599635860408927,50.18993951037703
35,165.8489990234375,176.90989685058594,1.0666925811568229,48.32274649015366
36,165.25,176.49000549316406,1.0680181875531864,47.92916213049699
37,164.68800354003906,175.26499938964844,1.0642244463607082,48.39094416289686
38,165.13999938964844,175.64199829101562,1.0635945194391558,48.627782068420345
39,164.4499969482422,175.3800048828125,1.066464020294329,47.9527117939688
40,163.6405029296875,174.86000061035156,1.0685618626183568,47.37337583138964
41,164.0550079345703,175.0399932861328,1.0669591589422471,47.75630520203285
42,158.3144989013672,171.1300048828125,1.0809496670891123,43.87034650116223
43,158.89625549316406,170.8350067138672,1.0751355101707651,44.955404156283834
44,158.33358764648438,170.97500610351562,1.0798404093846221,44.05126891307745
45,159.10751342773438,171.7100067138672,1.0792074051981007,44.36730479065699
46,157.80450439453125,171.3800048828125,1.0860273319850287,42.927744124661416
47,158.60150146484375,171.6699981689453,1.0823983164308086,43.720119486746626
48,158.72525024414062,171.60000610351562,1.0811134702233696,43.95816963413847
49,158.5500030517578,172.0800018310547,1.0853358468550776,43.24017796685396
50,157.35475158691406,170.86000061035156,1.0858267633308674,42.83695777248178
51,155.39100646972656,170.89999389648438,1.0998062100188488,40.13008373219316
52,156.43199157714844,171.19000244140625,1.0943413857706947,41.253793863920265
53,156.48199462890625,171.67999267578125,1.0971229826339877,40.83171069916179
54,157.85775756835938,172.65220642089844,1.0937201255132007,41.72786351210544
55,157.74349975585938,172.1699981689453,1.09145542247645,42.054902970256734
56,156.27017211914062,170.27999877929688,1.0896513164999597,41.944037235128434
57,156.1824951171875,170.89999389648438,1.0942327036602533,41.204971619919405
58,156.69569396972656,171.65499877929688,1.0954672360841036,41.14692080253647
59,155.8040008544922,170.82000732421875,1.0963775409320218,40.77094084038828
