,pm,wmt,Ratio,Spread
0,93.12000274658203,147.27999877929688,1.581615060516123,-14.915070681578669
1,92.55000305175781,147.5399932861328,1.5941651909359993,-15.985288195242191
2,92.75,146.99000549316406,1.5847979028912567,-15.151015813645557
3,92.6050033569336,146.69000244140625,1.5840397076171928,-15.05711746192867
4,92.6050033569336,147.00999450683594,1.5874951587681023,-15.377109527358357
5,93.16999816894531,147.25,1.5804443800996038,-14.814006177505775
6,93.62999725341797,147.25999450683594,1.5727864875213398,-14.170137454688046
7,92.86000061035156,147.94000244140625,1.5931509957896193,-15.944652984713827
8,93.20999908447266,148.6300048828125,1.594571465965951,-16.1371519736403
9,93.27999877929688,149.3000030517578,1.600557515068218,-16.70764945208967
10,93.25499725341797,149.02000427246094,1.5979841151836942,-16.463188957561755
11,93.5199966430664,149.85000610351562,1.6023311749618796,-16.916508828541623
12,93.43000030517578,149.51499938964844,1.6002889746471047,-16.70942692612843
13,93.93000030517578,149.8699951171875,1.595549820400983,-16.35370033733585
14,93.88999938964844,149.5800018310547,1.593140939433707,-16.120566137880985
15,94.19999694824219,149.64999389648438,1.5886411756330414,-15.74991383750887
16,94.16000366210938,149.82000732421875,1.5911215112293728,-15.976775507159317
17,94.16999816894531,149.8800048828125,1.5915897610396135,-16.022566427654994
18,94.2699966430664,150.0,1.5911743432848904,-16.00041925052855
19,94.5199966430664,149.47000122070312,1.5813585117352797,-15.11505931306587
20,94.02999877929688,148.94000244140625,1.583962611666004,-15.28156536724066
21,95.05000305175781,149.44000244140625,1.5722251198669748,-14.331685768857454
22,95.11000061035156,149.6938934326172,1.5739027701817176,-14.500293552432396
23,95.1500015258789,149.72999572753906,1.5736205289162868,-14.479536760676325
24,95.99500274658203,149.8802947998047,1.5613343456583346,-13.42871338317957
25,96.05000305175781,151.0399932861328,1.5725141955981294,-14.510231980920736
26,96.37999725341797,150.90499877929688,1.5657294363944927,-13.906168987324975
27,96.7699966430664,151.00999450683594,1.5605042858876221,-13.456802175706315
28,96.22000122070312,152.0800018310547,1.5805445843034605,-15.308597541032725
29,95.7300033569336,152.92999267578125,1.5975137084825428,-16.85509321923095
30,95.69999694824219,152.02000427246094,1.588505842426291,-15.98775726449054
31,95.55000305175781,151.32000732421875,1.583673495460291,-15.500968335338314
32,95.99259948730469,150.99000549316406,1.5729338126022199,-14.541840176539637
33,95.88999938964844,150.47999572753906,1.5692981195678655,-14.177670769038826
34,96.25,151.0800018310547,1.5696623566862824,-14.265955937214727
35,96.51000213623047,152.65310668945312,1.5817335334214668,-15.469482154587382
36,96.76000213623047,152.10000610351562,1.5719305781884005,-14.561020410484048
37,96.4000015258789,152.66000366210938,1.583609971428551,-15.63273890441755
38,96.26000213623047,152.5,1.5842509517522838,-15.671736623300063
39,96.13279724121094,152.06500244140625,1.5818223000403642,-15.417553779980324
40,95.9000015258789,151.93499755859375,1.5843065186770997,-15.618455117233538
41,95.68000030517578,151.49000549316406,1.5832985473451056,-15.486182606151687
42,96.62999725341797,152.5800018310547,1.5790127927966766,-15.225810880916953
43,97.18000030517578,153.3300018310547,1.5777937986164872,-15.19401199504739
44,97.31999969482422,153.67999267578125,1.5791203571484849,-15.345001458782065
45,97.83999633789062,154.0500030517578,1.5745094932316412,-14.975865397468965
46,98.18000030517578,153.99000549316406,1.568445763032312,-14.432571024493512
47,98.93000030517578,154.5,1.5617102953947624,-13.876482056831975
48,99.04000091552734,154.97999572753906,1.5648222364186342,-14.200118007197148
49,98.69999694824219,154.9199981689453,1.569604893201614,-14.6234172629851
50,99.13880157470703,155.11000061035156,1.5645740935597943,-14.189683223315086
51,99.23999786376953,155.74380493164062,1.5693652588086104,-14.679642622670798
52,99.55000305175781,157.0601043701172,1.5777006484716918,-15.555286850583656
53,99.52999877929688,156.8000030517578,1.575404450666723,-15.323620497944205
54,99.7300033569336,156.2899932861328,1.567131134316431,-14.529315298929419
55,99.66999816894531,156.5673065185547,1.5708569217907056,-14.891922583749192
56,100.00640106201172,156.6999969482422,1.566899671262803,-14.546434926675062
57,100.77999877929688,157.86180114746094,1.5664001097397344,-14.608612802818243
58,100.6500015258789,157.8896942138672,1.5687003658243457,-14.821289767356433
59,100.45500183105469,157.64999389648438,1.5693593252989062,-14.858770719552496
60,100.5,157.19000244140625,1.5640796262826493,-14.334816858747388
61,100.2300033569336,157.66000366210938,1.57298212492979,-15.18860335857434
62,100.12999725341797,157.41000366210938,1.572056406470501,-15.080756497650214
63,99.81999969482422,156.5,1.5678220845367794,-14.61139720134264
64,100.77999877929688,156.2899932861328,1.550803683064137,-13.036804941490118
65,101.2300033569336,156.0850067138672,1.54188483194569,-12.1921617776689
66,101.20999908447266,155.1300048828125,1.5327537425757383,-11.265594912334137
67,101.3550033569336,155.1999969482422,1.5312514607856813,-11.129471432960969
68,101.375,154.1999969482422,1.5210850500443125,-10.101047312002947
69,101.23999786376953,154.30999755859375,1.524199929026433,-10.40294598429739
70,100.31099700927734,153.9499969482422,1.5347270143671685,-11.36346865230334
71,100.7300033569336,154.31539916992188,1.5319705552188867,-11.1332765500552
72,100.6500015258789,153.8800048828125,1.528862419771024,-10.811600436301745
73,100.37000274658203,153.86000061035156,1.5329281299196842,-11.18959892582464
74,100.4800033569336,153.65499877929688,1.5292097297555869,-10.828237317596034
75,100.06999969482422,152.69219970703125,1.5258539039940533,-10.448235750208056
76,100.4800033569336,153.22999572753906,1.5249800020728748,-10.403234265838222
77,101.2699966430664,154.61000061035156,1.5267108298155272,-10.660307432237204
78,100.75,155.3000030517578,1.5414392362457352,-12.089456310933116
79,100.5999984741211,155.9600067138672,1.5502983009884161,-12.962678836894355
80,100.4800033569336,156.77999877929688,1.5603104452770533,-13.953237317596034
81,100.58000183105469,156.75,1.5584608982538564,-13.781096243985218
82,100.9000015258789,157.25999450683594,1.558572766388926,-13.836228902159377
83,101.19999694824219,157.2899932861328,1.5542489923846277,-13.439800798514398
84,101.75499725341797,156.66000366210938,1.5395804421472492,-12.020908969572389
85,101.59500122070312,157.66009521484375,1.551848942570962,-13.248426024256702
86,101.61499786376953,157.3300018310547,1.5482950857508224,-12.88990851950959
87,101.83000183105469,157.5500030517578,1.547186489431157,-12.804293504913943
88,101.86000061035156,158.14999389648438,1.55262117562183,-13.361642745822508
89,101.94000244140625,157.5,1.545026449165811,-12.597930675982212
90,101.7699966430664,157.07000732421875,1.5433822590670188,-12.40959182977275
91,101.91999816894531,157.07000732421875,1.541110774588666,-12.196372965920887
92,101.58000183105469,156.74000549316406,1.5430203058457324,-12.349657104485999
93,101.37000274658203,156.94000244140625,1.5481897818800041,-12.848156124216047
94,101.13999938964844,156.75999450683594,1.5499307440462586,-12.995085226853519
95,101.05999755859375,156.4949951171875,1.5485355125449414,-12.843804010561001
96,101.06999969482422,155.63999938964844,1.539922824375142,-11.974590800161963
97,101.06999969482422,155.88499450683594,1.542346838602185,-12.219585917349463
98,101.28600311279297,157.14999389648438,1.5515469962960309,-13.177548407889304
99,101.38999938964844,157.13999938964844,1.549856991178677,-13.019728951500213
100,101.51000213623047,157.11000061035156,1.5477292611963862,-12.819152912169443
101,101.4800033569336,156.98500061035156,1.546955019879053,-12.736794515987441
102,101.66999816894531,157.2050018310547,1.546228038381851,-12.68672863092263
103,102.25900268554688,157.6999969482422,1.542162477695778,-12.344486439372417
104,102.58999633789062,157.72000122070312,1.5373818778707837,-11.894001561263735
105,102.87000274658203,159.4199981689453,1.5497228921211652,-13.195984902760188
106,103.16000366210938,159.14999389648438,1.5427490136367656,-12.51376038545547
107,103.44999694824219,159.36000061035156,1.5404543771043522,-12.311557699240808
108,103.55999755859375,159.9199981689453,1.544225588441747,-12.71519548066064
109,103.58999633789062,159.91000366210938,1.5436819124938834,-12.662559370006704
110,103.55999755859375,159.51499938964844,1.5403148237754218,-12.310196701363765
111,103.05000305175781,159.65499877929688,1.5492964003029548,-13.175125045441888
112,105.06999969482422,159.3563995361328,1.516668887398719,-10.00521241599327
113,105.45500183105469,159.5399932861328,1.512872699407142,-9.641546945884556
