,nvda,avgo,Ratio,Spread
0,231.3300018310547,596.47998046875,2.5784808530990815,127.59361258329245
1,228.7700958251953,599.5,2.6205348117617686,116.52618140439411
2,229.9575958251953,602.5800170898438,2.620396229694023,117.17923158721938
3,228.80999755859375,602.8400268554688,2.634675203390504,113.31159105846002
4,226.4302978515625,595.8499755859375,2.631494023721816,112.82073361632952
5,226.60499572753906,595.2835083007812,2.626965510577387,113.93638736330713
6,229.36000061035156,595.989990234375,2.5984914049894563,121.89063685208869
7,219.01010131835938,590.9400024414062,2.6982317202912887,94.40431279465231
8,220.66000366210938,586.1199951171875,2.6562131124347164,104.41101185996838
9,218.8000030517578,581.7000122070312,2.6585923404645855,102.98383063905278
10,218.59500122070312,577.2650146484375,2.6407969597877736,106.77437714388027
11,218.63999938964844,577.760009765625,2.6425174322104357,106.4208398724357
12,215.75,576.1500244140625,2.670452025094148,98.9457202643941
13,213.3800048828125,570.6500244140625,2.674336917029603,96.99531924682942
14,209.47999572753906,567.7000122070312,2.7100440318196894,87.68512384067272
15,212.3249053955078,570.780029296875,2.688238707718511,93.54846605625524
16,218.72500610351562,587.6500244140625,2.686707088881947,96.79805535578323
17,220.42990112304688,588.1099853515625,2.6680136513025596,101.69766309259781
18,219.0,584.6699829101562,2.6697259493614443,100.64257746192068
19,217.16000366210938,581.719970703125,2.678762022901112,97.80831168090113
20,215.10000610351562,575.72998046875,2.676568870907811,97.3224202582115
21,228.74009704589844,591.489990234375,2.5858605372353587,124.44188593952386
22,225.47279357910156,591.2000122070312,2.6220458922003966,114.46065247905501
23,227.89999389648438,593.77001953125,2.605397259470526,119.52087847612775
24,230.67999267578125,597.530029296875,2.590298457901801,124.50017183559994
25,229.99009704589844,597.1400146484375,2.596372723514561,122.72140602300756
26,231.25999450683594,600.2849731445312,2.5957147254311947,123.56854239097386
27,230.13999938964844,597.02001953125,2.5941601682219506,123.31263948423675
28,222.88999938964844,581.523193359375,2.6090142893435817,116.01810757034316
29,219.5,578.1300048828125,2.63384968055951,108.75437328828293
30,221.9199981689453,583.2899780273438,2.628379518925966,111.20199253483266
31,222.2899932861328,582.3499755859375,2.6197759376254677,113.30512479772945
32,225.8800048828125,587.25,2.599831712880774,119.6907886363551
33,226.1199951171875,587.6749877929688,2.5989518860921788,120.02024268734881
34,226.5800018310547,587.510009765625,2.59294732552651,121.6313141957415
35,226.79989624023438,583.5499877929688,2.5729729046033256,126.28260406090438
36,222.8300018310547,579.989990234375,2.6028361776620725,117.36270023435254
37,223.22560119628906,583.2899780273438,2.6130066394778755,115.3063326884954
38,225.8300018310547,586.8800048828125,2.5987689860706036,119.90359238002618
39,225.94000244140625,586.010009765625,2.5936531974571295,121.11938933172071
40,222.7841033935547,581.72998046875,2.611182627519464,115.47842203795831
41,221.0,577.989990234375,2.615339322327489,113.60984133377606
42,220.8300018310547,574.97998046875,2.6037222103029127,116.08543880390341
43,218.8800048828125,575.5900268554688,2.6297058388848145,109.34531259462695
44,215.49989318847656,571.4099731445312,2.6515557139732553,102.89952685790873
45,212.7509002685547,567.1699829101562,2.665887581176952,98.49768509046551
46,211.9040069580078,565.4400024414062,2.668378057397741,97.56534160044085
47,213.69000244140625,570.2000122070312,2.6683513767256377,98.4198508143606
48,213.19000244140625,567.6799926757812,2.662788996551581,99.3680525465921
49,222.3249969482422,590.697998046875,2.6569122058028904,105.06714109506068
50,227.0399932861328,593.5339965820312,2.614226630257231,117.05337289231166
51,227.78529357910156,594.4749755859375,2.609804023100806,118.4553464206095
52,226.49000549316406,590.1099853515625,2.6054570667109336,118.74842291831801
53,226.9698944091797,589.1300048828125,2.5956306073823745,121.23699926655816
54,229.61000061035156,593.7750244140625,2.586015516901197,124.8915115719105
55,229.6300048828125,592.47998046875,2.5801505372571474,126.24944166024405
56,244.9250030517578,603.9600219726562,2.465897782779763,162.85130087214574
57,242.5,598.405029296875,2.467649605347938,160.78296762907266
58,242.83999633789062,597.280029296875,2.459562009158541,162.97679222006784
59,236.5399932861328,592.6799926757812,2.5056227678117855,147.7719149799137
60,234.51499938964844,586.8900146484375,2.502569201014368,147.19605010846144
61,242.92999267578125,600.6900024414062,2.4726876900832,159.84973476702257
62,245.0,607.3400268554688,2.478938885124362,159.70705906557154
