,rtx,ups,Ratio,Spread
0,85.77999877929688,212.69140625,2.47949882579543,-41.340359811480255
1,85.7300033569336,213.25,2.487460534815819,-42.000000601612726
2,85.62000274658203,213.50999450683594,2.493692918216582,-42.48232018469318
3,85.9000015258789,213.76499938964844,2.488533126803821,-42.171412298871104
4,86.08999633789062,214.05999755859375,2.4864677275445524,-42.08240704336663
5,86.22000122070312,214.8699951171875,2.4921131068784184,-42.62964837368972
6,86.05999755859375,214.32000732421875,2.4903557216382612,-42.40304811706443
7,87.08999633789062,213.7550048828125,2.45441513229015,-39.75628852533822
8,86.72000122070312,211.16000366210938,2.4349631075846667,-37.909093997488014
9,86.5,212.1300048828125,2.4523699986452314,-39.32374537068017
10,86.68000030517578,212.13999938964844,2.447392693156016,-38.96993660911295
11,87.05500030517578,212.8300018310547,2.444776303313631,-38.90201685967651
12,87.08999633789062,212.85000610351562,2.444023596897432,-38.851289746041346
13,86.97000122070312,213.49000549316406,2.4547545417573593,-39.733814367980926
14,88.80999755859375,217.82000732421875,2.452651878303551,-40.34495205088473
15,89.36000061035156,217.1999969482422,2.4306176752989135,-38.61331629368564
16,89.55000305175781,218.65989685058594,2.4417631423664568,-39.68919735161316
17,89.66000366210938,217.36000061035156,2.4242693702031226,-38.1669760351343
18,89.8949966430664,216.7801055908203,2.4114813247233213,-37.11213062904409
19,89.94000244140625,217.35000610351562,2.4166110763129445,-37.591068759663784
20,90.02999877929688,217.32000732421875,2.4138621600669534,-37.379176056148566
21,91.20999908447266,217.07000732421875,2.3798926598297947,-34.74424694549825
22,90.58000183105469,216.86000061035156,2.3941266971359534,-35.807543961058855
23,90.69000244140625,217.66000366210938,2.400044082066675,-36.38522193657215
24,90.66999816894531,217.24000549316406,2.3959414346560477,-36.00565491965301
25,90.04399871826172,215.89999389648438,2.3977166381960995,-35.93086698998246
26,89.55000305175781,215.0500030517578,2.40145165519943,-36.079303552785035
27,89.56999969482422,214.61000061035156,2.3960031410243796,-35.598885379319086
28,90.13999938964844,215.35960388183594,2.3891680201915726,-35.19644753752124
29,90.30000305175781,213.4499969482422,2.36378726173351,-32.963453067584055
30,90.71299743652344,214.16000366210938,2.3608524656234424,-32.838746157698466
31,90.4800033569336,214.83999633789062,2.37444726311924,-33.98964918882933
32,90.55999755859375,216.1300048828125,2.3865946412263646,-35.11797938554594
33,90.2699966430664,216.47999572753906,2.398138958435054,-36.05409857492015
34,90.08999633789062,216.57000732421875,2.40392958294674,-36.507913440002994
35,91.16000366210938,217.9149932861328,2.3904671405438864,-35.69027994754481
36,90.83000183105469,217.58999633789062,2.3955740608990808,-36.03225822803611
37,91.16000366210938,218.91000366210938,2.401382128872152,-36.68529032352137
38,90.83000183105469,218.50399780273438,2.405636831420035,-36.94625969287986
39,90.66000366210938,218.91000366210938,2.414626018304487,-37.69585324464495
40,90.70999908447266,218.0261993408203,2.4035519958255747,-36.71100188322339
41,90.44000244140625,218.14999389648438,2.4120962849135053,-37.380493631508955
42,89.88999938964844,213.0,2.3695628150658177,-33.342125116247104
43,89.77999877929688,213.11399841308594,2.373735813218007,-33.67844860557753
44,89.80999755859375,212.47000122070312,2.3657722636289313,-32.973820105121945
45,89.58000183105469,211.21499633789062,2.357836481586996,-32.183665530845076
46,89.77999877929688,212.2100067138672,2.36366684784142,-32.77445690635878
47,89.55999755859375,211.2899932861328,2.3592005253003543,-32.29909363111341
48,89.75,211.80999755859375,2.359999972797702,-32.43507905915814
49,89.56999969482422,209.55999755859375,2.339622622223846,-30.548882327561277
50,89.91999816894531,210.27000427246094,2.3384120168396487,-30.551498080635245
51,89.97000122070312,209.69000244140625,2.3306657729949456,-29.87043378948164
52,90.45999908447266,210.3800048828125,2.3256688814064335,-29.570088885777384
53,90.7300033569336,211.0,2.325581309304287,-29.644371390376936
54,90.70500183105469,211.0,2.3262223222596297,-29.694902620426408
55,90.72000122070312,211.32000732421875,2.329365128756123,-29.984594290608758
56,91.20999908447266,212.42999267578125,2.3290208837634423,-30.10423229706075
57,91.33000183105469,211.31500244140625,2.3137523070710526,-28.746701410428162
58,91.36499786376953,211.02000427246094,2.309637270359311,-28.38097185538675
59,91.26000213623047,210.4949951171875,2.30654164135309,-28.068172278368056
60,91.18000030517578,211.27999877929688,2.317174797895934,-29.014869708649176
61,91.08999633789062,211.0449981689453,2.3168844730884803,-28.9617784424824
62,91.08999633789062,211.22000122070312,2.318805683526437,-29.136781494240214
63,91.83499908447266,213.08999633789062,2.3203571455571517,-29.50103230776566
64,92.10559844970703,213.05999755859375,2.3132144098160565,-28.924118158497894
65,92.01000213623047,212.57000732421875,2.3102923854896398,-28.62734010371395
66,92.06999969482422,212.16000366210938,2.3043337065856004,-28.096073825459005
67,91.83999633789062,211.76150512695312,2.3057656094394487,-28.16244101880483
68,91.5199966430664,211.22999572753906,2.308020142869421,-28.277691272111216
69,91.62000274658203,210.47000122070312,2.2972057947090043,-27.31557184507739
70,91.43000030517578,207.42689514160156,2.2686962096604004,-24.65648461039206
