,acn,adbe,Ratio,Spread
168,313.8941345214844,425.05999755859375,1.354150813319835,-10.692690387165863
169,308.6275634765625,411.3500061035156,1.332836255679263,-3.9572459789626686
170,305.3421630859375,410.4100036621094,1.344098697390183,-7.368116125581104
171,304.90411376953125,405.6499938964844,1.3304182383157486,-3.1882173164146588
172,308.3985595703125,403.92999267578125,1.3097661455960474,3.159496401170691
173,296.81011962890625,381.0199890136719,1.2837163014861184,10.722869612115096
174,293.8333435058594,375.260009765625,1.2771185369510043,12.54068897261559
175,291.20501708984375,375.07000732421875,1.2879929441892157,9.249985260685014
176,287.1828918457031,373.44000244140625,1.3003560206575506,5.5534690533224085
177,287.511474609375,370.5299987792969,1.2887485596278,8.898616554653563
178,282.8123474121094,368.1400146484375,1.3017112513549138,5.065522436491711
179,282.2050476074219,368.29998779296875,1.3050793772665412,4.1012990457903475
