,avgo,asml,Ratio,Spread
0,575.4099731445312,649.5,1.12876041485791,-60.206438882496414
1,579.969970703125,656.8400268554688,1.1325414418597406,-62.86831367650247
2,580.8800048828125,655.5,1.128460257695118,-60.59467266466574
3,587.0374755859375,660.2999877929688,1.1248004007476797,-59.0776429827164
4,587.864990234375,662.8499755859375,1.1275547729448336,-60.77867432149084
5,584.6599731445312,661.6599731445312,1.13170048153949,-62.876734453192526
6,585.0599975585938,662.1599731445312,1.1317813145791358,-62.96634497090976
7,584.5599975585938,662.0599975585938,1.1325783500815616,-63.37932492950394
8,588.3599853515625,667.1400146484375,1.1338976668336844,-64.56089240423604
9,586.677490234375,655.0499877929688,1.1165418798176137,-54.19695594678468
10,590.9400024414062,666.9099731445312,1.128557840710162,-61.6839827578864
11,584.0,658.0700073242188,1.1268322043222925,-59.96384240033866
12,584.260009765625,657.4349975585938,1.125243875277931,-59.062085732894175
13,577.280029296875,655.3150024414062,1.1351769837587793,-64.1029299800423
14,581.9000244140625,660.02001953125,1.1342498570881647,-64.06824284774531
15,588.0,666.52001953125,1.1335374481823979,-64.31021025111683
16,579.969970703125,661.0700073242188,1.139834889249132,-67.09829414525247
17,576.5900268554688,644.8300170898438,1.1183509721916858,-54.32582578459916
18,570.9249877929688,639.5150146484375,1.1201384215474925,-54.82264973738826
19,565.3200073242188,633.89501953125,1.1213029988653886,-54.95286623707433
20,568.5900268554688,635.6849975585938,1.1180023699574668,-53.38809496585522
21,567.6599731445312,630.6099853515625,1.1108938716575734,-49.267235174299245
22,571.260009765625,635.0,1.1115778964827698,-49.96393233212281
23,583.0,645.6599731445312,1.1074785131124034,-48.579719309714406
24,587.3400268554688,649.4000244140625,1.1056628098221974,-47.86728890138785
25,586.510009765625,651.4500122070312,1.110722752144259,-50.76880043093935
26,588.1799926757812,656.8499755859375,1.1167499468959474,-54.455509823770186
27,587.0800170898438,655.0700073242188,1.1158104317217292,-53.80401871336359
28,587.5999755859375,655.0,1.1147039265051928,-53.200580202149595
29,585.2899780273438,654.739990234375,1.118659151556131,-55.31042254759497
30,580.1099853515625,640.0700073242188,1.103359748128312,-45.95465156478919
31,578.5800170898438,634.7449951171875,1.097073829666368,-42.199250763370074
32,577.7999877929688,631.6375122070312,1.0931767489641295,-39.89200855867206
33,583.6300048828125,639.3099975585938,1.0954028960299278,-41.583414728335484
34,582.3599853515625,638.5850219726562,1.0965468748460654,-42.16136626283436
35,578.989990234375,632.6199951171875,1.0926268256573886,-39.653654768177276
36,578.72998046875,630.7901000976562,1.089955802163108,-38.0905066504654
37,596.47998046875,594.5700073242188,0.9967979258196893,16.339507953844855
38,599.5,587.72998046875,0.9803669398978315,26.27780633561063
39,602.5800170898438,590.2296752929688,0.9795042294025599,26.937935198366954
40,602.8400268554688,589.2999877929688,0.9775395818802419,28.13436960018633
41,595.8499755859375,589.030029296875,0.9885542559897632,21.233156985747296
42,595.2835083007812,589.1300048828125,0.9896629029157321,20.552036330376477
43,595.989990234375,594.2899780273438,0.9971475826190257,16.116850835741825
44,590.9400024414062,595.3699951171875,1.0074965185255342,9.85599526945735
45,586.1199951171875,589.1099853515625,1.0051013278156073,11.17110607180028
46,581.7000122070312,585.86181640625,1.0071545540860976,9.884765536113362
47,577.2650146484375,584.1900024414062,1.0119962021207645,7.006666325627277
48,577.760009765625,583.1400146484375,1.009311833273118,8.564475098350824
49,576.1500244140625,579.2899780273438,1.005449888883498,10.762809894047207
50,570.6500244140625,573.8599853515625,1.0056250955930406,10.550291579980565
51,567.7000122070312,563.760009765625,0.9930597104867255,17.623816929852733
52,570.780029296875,567.739990234375,0.9946738867751822,16.803660148077807
53,587.6500244140625,582.239990234375,0.9907937820898046,19.610775211243418
54,588.1099853515625,582.7100219726562,0.9908181062838471,19.612622499279365
55,584.6699829101562,580.0800170898438,0.9921494758505196,18.713490731048505
56,581.719970703125,577.1799926757812,0.9921955953792402,18.587064909045676
57,575.72998046875,572.6199951171875,0.9945981875930269,17.001865062813504
58,591.489990234375,603.2899780273438,1.0199495984510119,2.5002509349571773
59,591.2000122070312,610.010009765625,1.031816639327143,-4.517272477160661
60,593.77001953125,619.02001953125,1.042524881973552,-10.890683229895915
61,597.530029296875,624.2849731445312,1.0447758983412756,-12.29820112963627
62,597.1400146484375,619.969970703125,1.038232165814794,-8.383319040959138
63,600.2849731445312,624.6699829101562,1.0406223891260955,-9.856883452204118
64,597.02001953125,621.9199829101562,1.0417070827850237,-10.456435569346484
65,581.523193359375,603.469970703125,1.0377401582505534,-7.904789177327546
66,578.1300048828125,599.489990234375,1.0369466818382695,-7.4059183939647415
67,583.2899780273438,601.302001953125,1.0308800504111129,-3.9242564444714554
68,582.3499755859375,596.8699951171875,1.0249334938438703,-0.4566085369191506
69,587.25,605.3499755859375,1.0308215846503832,-3.909599622601734
