,tgt,tsla,Ratio,Spread
0,221.07000732421875,361.8833312988281,1.6369625879104177,-58.728131019862815
1,222.64999389648438,365.933349609375,1.643536310984615,-60.61150017003399
2,222.35499572753906,365.8033447265625,1.6451321164593788,-60.886028810655944
3,221.95700073242188,364.6666564941406,1.6429608225503145,-60.29511453425437
4,222.58140563964844,366.4100036621094,1.6461842471033472,-61.182209888616285
5,223.2100067138672,366.6700134277344,1.6427131508390147,-60.58021360078834
6,223.08999633789062,366.6086730957031,1.6433218840545412,-60.683444528355324
7,223.07000732421875,370.2613525390625,1.6598437278970903,-64.36353507789062
8,222.47000122070312,366.0902099609375,1.6455711239815871,-61.015186024231014
9,222.7899932861328,367.9466247558594,1.6515401761483046,-62.43279295074427
10,221.9600067138672,368.5013122558594,1.660214908584416,-64.12564816779246
11,221.83999633789062,364.7033386230469,1.643992718371475,-60.49224579457814
12,221.4600067138672,362.5699768066406,1.6371803748524747,-58.87996701412533
13,221.99000549316406,364.663330078125,1.6427015678836694,-60.24652840628568
14,217.83999633789062,364.5566711425781,1.6735065978293349,-65.83081267852253
15,217.16000366210938,365.2492980957031,1.681936323154671,-67.45591942983367
16,216.59500122070312,364.6600036621094,1.6836030453469835,-67.6414176981346
17,216.3800048828125,363.4466552734375,1.6796683938993053,-66.7228956346679
18,215.11729431152344,363.6666564941406,1.6905505327130719,-68.67446270985664
19,214.52499389648438,362.4066467285156,1.6893446313457965,-68.22667959188874
20,212.25999450683594,359.1999816894531,1.6922641618078669,-68.1260276746948
21,211.17999267578125,361.2866516113281,1.71079962184676,-71.69371338590236
22,211.85000610351562,362.123291015625,1.709338119342238,-71.61155762059258
23,211.3800048828125,360.7408752441406,1.706598859452826,-70.8736585608874
24,210.67999267578125,359.1766662597656,1.7048446874236807,-70.26938232989153
25,211.08999633789062,361.1433410644531,1.710850098677215,-71.67381559034465
26,210.41000366210938,358.5533447265625,1.704069856404507,-70.01629905064016
27,210.47000122070312,361.52001953125,1.7176795620966085,-72.90069868778278
28,211.9199981689453,369.3333435058594,1.7427960867167531,-78.72562939019411
29,213.22000122070312,377.7933349609375,1.771847541497222,-85.40291549193631
30,213.3300018310547,377.484619140625,1.7694867852650726,-84.94335488962207
31,212.72000122070312,381.3974304199219,1.7929551910081603,-89.6926652464723
32,213.2100067138672,382.0658264160156,1.7919694872893883,-89.6891125001024
33,213.30999755859375,380.3433532714844,1.7830545104526032,-87.8295210511659
34,214.44000244140625,381.8466796875,1.7806690698571321,-87.7832620633921
35,216.0050048828125,375.6166687011719,1.7389257665809745,-79.40714978406601
