,amd,ibm,Ratio,Spread
0,121.52999877929688,131.47000122070312,1.0817905253126652,74.58757853835411
1,121.2750015258789,131.24000549316406,1.0821686567050566,74.38521914853706
2,121.34600067138672,130.75,1.0774973981555434,74.99560571826862
3,121.74030303955078,130.80499267578125,1.0744592333837508,75.60916395578658
4,122.41999816894531,131.2100067138672,1.0718020640123784,76.35659239893036
5,123.6897964477539,131.6699981689453,1.0645178660679762,78.04958014850675
6,123.27999877929688,131.9499969482422,1.0703276951232523,77.07475773223683
7,125.2249984741211,132.0800018310547,1.054741492836594,80.2425553160846
8,122.69000244140625,132.5850067138672,1.0806504529754701,75.439392345172
9,123.30500030517578,132.19500732421875,1.0720977007991606,76.87213815659467
10,123.27010345458984,131.97999572753906,1.0706569722005446,77.02798114761995
11,121.31109619140625,131.92999267578125,1.0875344203272252,73.7564315009769
12,118.81999969482422,131.5800018310547,1.1073893466504217,69.88269717341782
13,119.19999694824219,132.16000366210938,1.1087248913227283,69.94699152553511
14,113.41000366210938,131.09500122070312,1.15593860318781,61.19489518190491
15,111.69000244140625,131.18930053710938,1.1745840958856875,58.18428473013569
16,110.73500061035156,131.55999755859375,1.188061559881325,56.194354861212844
17,109.7699966430664,131.31649780273438,1.1962877090151478,54.801662862328754
18,109.70999908447266,131.10000610351562,1.1949686190642792,54.91642698942985
19,110.12000274658203,130.80999755859375,1.1878858908097323,55.901608439438604
20,109.3499984741211,130.02999877929688,1.1891175180040805,55.37604300923047
21,107.69999694824219,128.8000030517578,1.1959146397530145,53.80841408082921
22,107.54000091552734,129.03500366210938,1.1998791385864536,53.30213563287853
23,107.16000366210938,128.3249969482422,1.197508329253786,53.367846163573745
24,106.418701171875,128.9499969482422,1.2117230855879106,51.485946644596055
25,107.2698974609375,129.6199951171875,1.2083538642738876,52.2591760654299
26,106.86499786376953,129.67999267578125,1.213493615946131,51.51265968945867
27,108.19000244140625,130.11000061035156,1.202606504060454,53.329234814049926
28,107.89019775390625,130.10000610351562,1.2058556644809306,52.83090192084319
29,110.0436019897461,129.67990112304688,1.1784410795198297,56.902165212321904
30,109.55599975585938,129.77000427246094,1.1845084209139396,55.98531856575474
31,109.2499008178711,129.9250030517578,1.1892459588439708,55.3113203051592
32,109.00980377197266,130.14999389648438,1.1939292558376942,54.67923806997703
33,110.64710235595703,130.24000549316406,1.1770756099348696,57.36531292888469
