,dis,meta,Ratio,Spread
0,143.0500030517578,226.4207000732422,1.5828080757979397,-5.776876913343415
1,142.5800018310547,228.7899932861328,1.6046429397386999,-8.871111503468654
2,142.43499755859375,228.41000366210938,1.603608716798327,-8.714780015535752
3,142.24000549316406,228.86270141601562,1.6089896834756139,-9.468238299916692
4,142.5438995361328,230.1999969482422,1.6149410651550882,-10.336800228188821
5,142.6416015625,230.875,1.6185670763016464,-10.86110528506211
6,142.39999389648438,229.8800048828125,1.6143259461789055,-10.238771740731323
7,142.69000244140625,229.6199951171875,1.6092227289117742,-9.531445702925254
8,141.72999572753906,227.9149932861328,1.6080928537123171,-9.307181705411125
9,141.75999450683594,230.11500549316406,1.623271828513421,-11.460923061600113
10,141.62379455566406,229.58999633789062,1.6211258641827464,-11.145992041941128
11,140.78030395507812,228.80999755859375,1.625298362984109,-11.667013793523807
12,140.4499969482422,227.41000366210938,1.6191527846448668,-10.776493502422113
13,140.92999267578125,227.8300018310547,1.616618276247219,-10.456134522361879
14,139.625,226.77639770507812,1.624181899409691,-11.41538301461182
15,138.77000427246094,224.61000061035156,1.6185774569074194,-10.567752239948476
16,139.1199951171875,224.45469665527344,1.6133891930214947,-9.872613846534193
17,138.8699951171875,225.0399932861328,1.6205083977732517,-10.843516591432007
18,138.61000061035156,224.79690551757812,1.6217942755047503,-11.00145070868669
19,138.19000244140625,224.7949981689453,1.6267095607315032,-11.647358807374928
20,137.16000366210938,222.3000030517578,1.620734887113221,-10.741058997183416
21,136.3350067138672,225.05999755859375,1.6507865659986942,-14.77354897324031
22,137.74000549316406,224.39999389648438,1.6291562723047894,-11.946440833077276
23,137.1802978515625,224.41050720214844,1.6358800113189313,-12.82026089344373
24,136.63999938964844,223.2299041748047,1.6337083223941826,-12.473027427378469
25,137.44000244140625,224.5500030517578,1.633803834858694,-12.559182032302715
26,136.75599670410156,223.55160522460938,1.63467497303469,-12.615811382522509
27,137.02000427246094,224.8699951171875,1.6411471909608104,-13.526989545053453
28,138.2913055419922,231.63499450683594,1.6749787240709786,-18.331102765437578
29,138.56480407714844,232.31500244140625,1.6765801675875838,-18.58925987066067
30,138.93499755859375,233.48989868164062,1.6805693510245305,-19.19316063160511
31,138.5749969482422,233.45010375976562,1.6846480887671196,-19.708639455366637
32,138.5500030517578,232.8350067138672,1.6805124618213652,-19.132093606660277
33,138.3292999267578,233.59539794921875,1.6886906683754068,-20.232902739561382
34,138.58999633789062,233.92999267578125,1.6879284137178707,-20.165392945961116
35,136.13999938964844,232.43409729003906,1.7073167205237438,-22.44843277068972
36,136.22000122070312,232.97999572753906,1.7103214919963607,-22.870934427433895
37,135.33999633789062,231.63999938964844,1.711541345186198,-22.888279142327974
38,135.97000122070312,234.47000122070312,1.7244244989019104,-24.746546034636395
39,135.59759521484375,233.82000732421875,1.7243669178184855,-24.670960269208052
40,135.42999267578125,231.90269470214844,1.712343699650951,-23.012161902301216
41,135.6199951171875,231.86000061035156,1.7096299141583386,-22.6764033981504
42,131.77000427246094,223.15310668945312,1.6935045871899592,-19.907829512126227
43,131.70669555664062,223.4499969482422,1.6965727976384257,-20.30236868248423
44,131.9604949951172,222.86180114746094,1.6888524187159748,-19.322706420838642
45,132.21420288085938,223.19900512695312,1.6881620904834393,-19.268585152643027
46,131.3699951171875,222.10000610351562,1.6906448531522984,-19.471712829967885
47,132.22000122070312,223.2100067138672,1.6881712649607568,-19.270643238376977
48,132.52999877929688,223.27000427246094,1.6846752156413585,-18.852492981247792
49,131.11000061035156,223.11000061035156,1.7017008586051086,-20.882729222613193
50,130.9199981689453,220.625,1.68518945222788,-18.690793024615544
51,130.58999633789062,220.55999755859375,1.6889501779899996,-19.13479347800356
52,130.99000549316406,221.61000061035156,1.6918084687149406,-19.567812625982242
53,131.3000030517578,221.44000244140625,1.6865194005678408,-18.919666641313967
54,131.9499969482422,223.3800048828125,1.692914058728126,-19.857102600432057
55,131.875,222.89999389648438,1.6902369205420615,-19.492768741209574
56,131.92999267578125,224.42999267578125,1.7011294257198915,-20.93794547247211
57,131.92999267578125,223.39999389648438,1.693322264069939,-19.907946693175234
58,132.9199981689453,224.80999755859375,1.6913180909982672,-19.790941670901816
59,132.63499450683594,223.75999450683594,1.687035878719801,-19.18053523767489
60,132.32000732421875,222.60000610351562,1.6822853218114415,-18.506390768198287
61,132.30999755859375,223.94000244140625,1.6925402960742553,-19.86182641338928
62,131.8699951171875,222.3699951171875,1.686281969750407,-18.970489615562883
63,131.55999755859375,218.22000122070312,1.658710894423003,-15.29864353480147
64,130.71400451660156,217.15499877929688,1.6612986464791286,-15.538521451099854
65,131.13999938964844,217.73500061035156,1.6603248560601909,-15.46145837177093
66,131.75999450683594,219.2899932861328,1.6643139224991061,-16.060155416106284
67,131.1699981689453,217.970703125,1.6617420612010414,-15.650890035577106
68,131.1699981689453,218.36000061035156,1.6647099463179578,-16.04018752092867
69,130.67999267578125,216.4600067138672,1.6564127551713848,-14.895990080750238
70,132.86000061035156,220.2100067138672,1.6574590222959091,-15.283492527859778
71,132.55999755859375,218.6699981689453,1.6495926538644472,-14.206216026889905
72,131.47999572753906,216.89500427246094,1.6496426172839564,-14.09704336731511
73,131.51499938964844,216.61000061035156,1.6470364720041277,-13.758049200713288
74,130.17999267578125,214.11000061035156,1.6447227888820175,-13.31719620531149
75,130.41000366210938,213.61810302734375,1.6380499733810718,-12.470524051807132
76,130.8300018310547,214.13999938964844,1.6367805273455154,-12.344604966790769
77,131.97000122070312,215.42990112304688,1.6324156939482606,-11.876143761595102
78,132.5399932861328,215.9600067138672,1.6293950328460014,-11.527079650883081
79,132.44000244140625,215.69000244140625,1.628586518161922,-11.411303702719863
80,132.61000061035156,214.88999938964844,1.620466016142029,-10.349091317679466
81,132.38999938964844,214.55499267578125,1.620628398405728,-10.353419867008455
82,132.57000732421875,215.8300018310547,1.6280454847016175,-11.350780381698911
83,132.3800048828125,214.94000244140625,1.6236591215695966,-10.753845404404387
