,nue,lin,Ratio,Spread
0,115.26000213623047,341.6099853515625,2.9638207445788507,-68.06545433368557
1,115.25,342.25,2.9696312364425164,-68.72941462900899
2,115.11499786376953,342.35418701171875,2.9740189668149997,-69.1568039455688
3,115.39810180664062,342.6199951171875,2.9690262643251843,-68.74484613265734
4,115.98370361328125,343.18939208984375,2.9589449327650654,-67.91228118893154
5,116.56999969482422,343.4700012207031,2.9464699504151532,-66.78926627231299
6,116.6500015258789,343.5,2.944706348107456,-66.62773640687611
7,114.19999694824219,344.1600036621094,3.0136603577852092,-73.1531815240122
8,113.2750015258789,344.95001220703125,3.0452439422675592,-76.15767837869593
9,113.22000122070312,343.7449951171875,3.0360801219840576,-75.08433494895955
10,113.74009704589844,343.3599853515625,3.018812136348044,-73.45418807561963
11,113.87999725341797,343.70001220703125,3.0180893967023303,-73.45928638269218
12,114.67500305175781,343.69000244140625,2.997078642206654,-71.54599039093812
13,114.43000030517578,343.8800048828125,3.005156025218139,-72.3225424574001
14,114.16999816894531,344.7699890136719,3.0197949946840823,-73.83498555105568
15,114.56999969482422,344.5199890136719,3.0070698257079234,-72.62736059256387
16,113.79000091552734,344.3299865722656,3.0260126883018565,-74.30471677436934
17,114.58999633789062,344.8800048828125,3.0096868479327594,-72.9395034331095
18,114.83999633789062,345.260009765625,3.0064439287317266,-72.72099500001171
19,115.02999877929688,346.0299987792969,3.0081718025852524,-73.03610804873522
20,114.91999816894531,345.4200134277344,3.005743290388224,-72.68947001738734
21,115.01000213623047,344.4049987792969,2.994565623704152,-71.45898107733017
22,114.15499877929688,344.32000732421875,3.0162499321638516,-73.42091319934302
23,114.51000213623047,344.55999755859375,3.008994770157082,-72.8110064884476
24,114.33999633789062,344.1499938964844,3.009882848688163,-72.80800576269165
25,114.11990356445312,345.1099853515625,3.0240998684041984,-74.2949110403216
26,113.7468032836914,345.32000732421875,3.0358656011015075,-75.39815495780083
27,113.83000183105469,344.2900085449219,3.024598111277496,-74.16897442465869
28,112.94999694824219,344.95001220703125,3.054006388022303,-76.93575664848542
29,113.66999816894531,345.1300048828125,3.036245363265099,-75.39202805201681
30,113.88500213623047,345.739990234375,3.0358693747996517,-75.4872824540045
31,114.43000030517578,346.56500244140625,3.0286201303604363,-75.00754001599385
32,114.17500305175781,346.20001220703125,3.0321874574427805,-75.25302678838362
33,114.38999938964844,346.7900085449219,3.0316462137887217,-75.32831044187633
34,114.13999938964844,346.4700012207031,3.0354827674208407,-75.60681643356786
35,117.2300033569336,343.8999938964844,2.9335492966711096,-65.63917502680623
36,114.87000274658203,340.7699890136719,2.9665707396686862,-68.15913730740077
37,114.51499938964844,339.489990234375,2.964589722253128,-67.72903547337431
38,114.1636962890625,338.79559326171875,2.9676298532231145,-67.87567683520307
39,114.09500122070312,339.1650085449219,2.9726544100634853,-68.409551771008
40,113.33999633789062,339.010009765625,2.991088942291511,-70.06207489547329
41,113.02999877929688,338.7200012207031,2.996726575942817,-70.51421701742355
42,115.20500183105469,342.8999938964844,2.9764332142395937,-69.48713653871475
43,115.11969757080078,341.42999267578125,2.9658694374678616,-68.22135826067499
44,115.99500274658203,342.55999755859375,2.953230651728984,-67.25583593072649
45,116.41000366210938,342.67999267578125,2.9437332007173636,-66.38229675168172
46,116.5199966430664,343.260009765625,2.9459321975190846,-66.69898478648769
47,117.33000183105469,344.5199890136719,2.936333279102404,-66.01976847066503
48,117.08000183105469,344.79998779296875,2.944994724978838,-66.89828056587213
49,125.43000030517578,349.3900146484375,2.7855378601479615,-51.497966322973404
50,123.28500366210938,350.07000732421875,2.839518164623374,-57.31319521258694
51,125.93499755859375,351.5400085449219,2.7914401505535498,-52.43896989678273
52,124.89929962158203,351.0199890136719,2.8104239981904366,-54.39846639178199
53,123.6050033569336,349.1499938964844,2.8247237928406954,-55.62708547109451
54,122.7300033569336,347.9700012207031,2.835248037993675,-56.54188940099919
55,122.73999786376953,346.55999755859375,2.8235294410159963,-55.10795835718073
56,117.06999969482422,342.6700134277344,2.9270523133253596,-64.79225184752373
57,117.06999969482422,341.6000061035156,2.917912419868385,-63.72224452330499
58,118.24500274658203,341.7200012207031,2.889931864207943,-61.02921974964345
59,117.51000213623047,340.57000732421875,2.898221437604883,-61.6388564631494
60,117.20999908447266,339.9599914550781,2.90043506621027,-61.74706387917188
61,117.18499755859375,338.7550048828125,2.8907711050079716,-60.60193229153264
62,116.59500122070312,338.0199890136719,2.899095033875702,-61.27939908065536
63,116.26000213623047,334.2799987792969,2.8752794825136525,-58.34141449777888
64,114.78500366210938,335.3399963378906,2.921461738373291,-62.93263696720782
65,114.08999633789062,335.4800109863281,2.9404857722386595,-64.73653616844562
66,114.08000183105469,335.3999938964844,2.9400419750447644,-64.68044646031096
67,114.23999786376953,336.2799072265625,2.943626693932314,-65.17732076609848
68,114.46499633789062,336.7699890136719,2.9421220441885696,-65.12874422192401
69,114.37999725341797,336.3800048828125,2.9408988718327724,-64.94225242665287
70,112.16999816894531,331.75,2.9575644594406905,-65.60310306466589
