,meta,tsla,Ratio,Spread
94,209.67999267578125,331.5367126464844,1.5811556859367346,-25.40578521720471
95,211.57000732421875,337.7833251953125,1.5965558136871412,-28.892993161914262
96,210.26480102539062,335.07000732421875,1.593562049806697,-28.085264897381705
97,210.77000427246094,334.8999938964844,1.5889357456365634,-27.17765921493441
98,214.24000549316406,338.8733215332031,1.581746232470181,-26.084815881697352
99,216.1230010986328,342.4916687011719,1.5847071665679293,-26.954006185955564
100,216.89999389648438,342.0,1.576763529846938,-25.327934899316404
101,216.8699951171875,340.1583251953125,1.5684895691149212,-23.53005804602475
102,217.17999267578125,340.4866638183594,1.567762571604178,-23.405802986183346
103,218.0050048828125,342.5939636230469,1.57149586454314,-24.308592294394998
104,217.27999877929688,342.6999816894531,1.5772274650901124,-25.47311283415985
105,205.25,331.94000244140625,1.6172472713345005,-32.27682498214301
106,201.59500122070312,331.5133361816406,1.644452164856533,-37.18642448517312
107,200.47999572753906,326.6666564941406,1.6294227027922261,-33.96764291687447
108,201.9499969482422,328.4266662597656,1.6262771538636773,-33.581463953316074
109,200.6699981689453,328.3466491699219,1.636251817242181,-35.370233715350935
110,200.50070190429688,327.32666015625,1.6325462058107396,-34.59741574478028
111,200.4199981689453,325.663330078125,1.6249043660982625,-33.05191240365059
112,197.8249969482422,354.8299865722656,1.7936559688920473,-66.00724763740908
113,193.4499969482422,348.1666564941406,1.7997759730505092,-65.73137871097362
114,190.00999450683594,343.6266784667969,1.808466335461287,-66.21377370218977
115,190.2899932861328,346.65966796875,1.8217440758825885,-68.83796747265046
116,188.125,340.1385192871094,1.808045285247093,-65.47768976445946
117,187.83999633789062,336.92333984375,1.793671988992616,-62.67861313705731
118,188.21499633789062,336.36334228515625,1.7871229648529394,-61.57111890831874
119,186.67999267578125,336.7133483886719,1.8036927448002575,-64.1622167282743
120,185.94000244140625,342.316650390625,1.8410059475958995,-70.84589790158742
121,184.7100067138672,338.8833312988281,1.834677705489934,-69.20836165011053
122,183.8000030517578,336.2433166503906,1.8293977751224793,-67.89694426787162
123,184.52000427246094,336.6551818847656,1.8244915136012188,-67.25761411335282
124,185.77999877929688,335.913330078125,1.8081242990919797,-64.67618151499636
125,184.0800018310547,334.9983215332031,1.8198517937904986,-66.24315341919169
126,185.83970642089844,333.88665771484375,1.7966378883457859,-62.56233652515766
127,182.25999450683594,332.69000244140625,1.8253594451245756,-66.59202885979198
128,183.6199951171875,332.0622863769531,1.808421169846066,-63.97872398050583
129,183.97000122070312,332.4266662597656,1.8069612657172494,-63.832098060104556
130,185.8300018310547,335.1600036621094,1.8035839227231802,-63.84985108742211
131,186.00039672851562,330.1883239746094,1.7752022564583507,-58.629396362670036
132,187.02999877929688,332.7633361816406,1.7791976600198511,-59.701198718029275
133,180.6750030517578,307.30999755859375,1.7008993627666298,-43.52609742728151
134,180.27000427246094,302.5,1.6780384580387544,-39.30739449022849
135,182.10000610351562,301.6666564941406,1.656598826925117,-35.80226456073882
136,181.2104034423828,296.6166687011719,1.6368633536842345,-32.051088753695865
137,182.9716033935547,297.8399963378906,1.627793552736513,-30.7030801004791
138,181.87989807128906,296.57000732421875,1.630581556670854,-31.026971163393398
139,180.92999267578125,292.1233215332031,1.6145654858709664,-27.96713881502609
140,175.67999267578125,295.510009765625,1.6820925665166149,-39.018780429475385
141,177.23500061035156,301.55950927734375,1.701467025355323,-42.79798216459142
142,179.57989501953125,302.9216613769531,1.6868350510173042,-40.73660924855528
143,176.02999877929688,300.7900085449219,1.7087428883189777,-43.78777340555848
144,171.9499969482422,297.42999267578125,1.7297470075867996,-46.384523980917066
145,173.4600067138672,294.0899963378906,1.6954340191108717,-40.83992679351752
146,174.92999267578125,293.9566650390625,1.6804246118267876,-38.56042904320253
147,196.16000366210938,275.6566467285156,1.4052642821282837,10.735216793084419
148,199.97999572753906,279.913330078125,1.3997066509566807,12.05568793894804
149,203.27999877929688,283.6036376953125,1.395137934860103,13.183355474574284
150,206.72000122070312,288.5233459472656,1.3957205120138605,13.286020241181006
151,208.11000061035156,293.40167236328125,1.4098393710190937,10.437080591394363
152,206.13999938964844,293.9166564941406,1.4258108924245005,7.045912171158477
153,205.72000122070312,292.5,1.4218354961324178,7.8493750680604535
154,207.59100341796875,305.7366638183594,1.4727837853492223,-2.6556421560680405
155,207.00990295410156,302.1666564941406,1.4596724706505335,0.06596365085232492
156,205.24000549316406,301.9009094238281,1.4709652180061141,-2.252323855797954
157,208.0399932861328,300.43499755859375,1.4441213576919474,3.301545324360461
158,204.5800018310547,294.8299865722656,1.4411476387400797,3.854999509662491
159,202.8699951171875,294.01666259765625,1.4492860929375881,2.17172886622501
160,200.5,290.5299987792969,1.4490274253331514,2.1982208581320037
161,210.14999389648438,295.5333251953125,1.4062970914997324,11.283799842764438
162,207.50999450683594,292.1999816894531,1.4081248586791673,10.762767681912123
163,206.9134063720703,291.8666687011719,1.4105739875372751,10.225067290907816
164,204.08999633789062,287.51666259765625,1.4087739122776246,10.452919815311873
165,203.35000610351562,288.6237487792969,1.4193446772377893,8.265454462311254
166,208.8300018310547,296.304931640625,1.4188810469883455,8.585016702944358
167,211.1300048828125,300.97833251953125,1.425559255239865,7.269599856465618
168,210.49000549316406,304.07666015625,1.4446132938417604,3.236878793807591
169,211.1699981689453,304.3033142089844,1.4410347911521422,4.003008009641462
170,210.47000122070312,302.4068908691406,1.4368170718639879,4.877442020754188
171,213.94000244140625,304.5956115722656,1.4237431433875396,7.754892287584994
172,212.3300018310547,301.5333251953125,1.4201164347713542,8.46659206960851
173,212.46009826660156,302.0446472167969,1.4216535230901655,8.145209688816465
174,212.05999755859375,303.10333251953125,1.4293281901777894,6.502380905130451
175,209.19000244140625,297.67333984375,1.4229807178625937,7.7422061942662594
176,207.5699005126953,296.9700012207031,1.430698769364877,6.080210387274633
177,212.15809631347656,302.1754455566406,1.4242937262698565,7.573491179070913
178,213.41000366210938,304.23382568359375,1.4255837142727625,7.342884664667906
179,214.61349487304688,304.02166748046875,1.4166008883099857,9.312129349224449
180,222.27000427246094,312.9970703125,1.4081840297659995,11.515162253491042
181,223.4199981689453,317.7133483886719,1.4220452555389602,8.477865054684685
182,211.0,300.1700134277344,1.4226066987096415,7.888112973749401
183,209.80999755859375,296.2125549316406,1.4118133472115273,10.108178472152133
184,209.4499969482422,294.54833984375,1.406294314325231,11.246795865595914
185,210.05099487304688,293.39666748046875,1.3967878022086748,13.275919862462501
186,206.89999389648438,290.8899841308594,1.40594486569389,11.182169765962442
187,206.76800537109375,286.63763427734375,1.3862765361735012,15.241817544414914
188,208.3800048828125,291.0933532714844,1.396935149488972,13.13960352345049
189,207.64999389648438,289.4966735839844,1.3941569087081283,13.67047365312709
190,208.0500030517578,295.2183532714844,1.4189778848406995,8.53280378039949
191,207.39999389648438,291.4166564941406,1.4050948171174484,11.38549296287431
192,207.60000610351562,290.2200012207031,1.3979768433917612,12.874164282546246
193,205.08999633789062,287.3666687011719,1.4011735034980861,12.062904832182426
194,203.35499572753906,286.3333435058594,1.408046763156471,10.563144542517023
195,203.75999450683594,288.5566711425781,1.4161595942372158,8.931111527338942
196,198.59559631347656,271.1166687011719,1.3651695895271676,18.831138464302114
197,197.1999969482422,268.5,1.3615618871965371,19.41024448461519
198,200.2899932861328,272.6216735839844,1.3611347681984245,19.799938115976943
199,199.8350067138672,269.5066833496094,1.3486460044285495,22.25065199494918
200,198.25399780273438,266.1916198730469,1.3426797079669053,23.257456500006356
201,197.6649932861328,264.7099914550781,1.339184986953625,23.879143553869483
202,196.2100067138672,262.4483337402344,1.3375889341004021,24.016533792924292
203,199.88999938964844,268.67333984375,1.3441059615995157,23.164284319135447
204,195.456298828125,261.3566589355469,1.3371616085157303,24.00780177706315
205,196.52000427246094,263.1666564941406,1.3391341887479244,23.75080472190632
206,198.2322998046875,265.750732421875,1.3406025793158403,23.666665066699636
207,200.40750122070312,268.2583312988281,1.3385643235150304,24.33484094218079
208,198.9199981689453,265.9333190917969,1.3368857909697762,24.488111902098296
209,197.57139587402344,266.67999267578125,1.3497904972328243,21.77249094259554
210,197.83670043945312,266.5,1.3470705860339645,22.339825928102073
211,195.64999389648438,261.57000732421875,1.3369282672332294,24.07724646825858
212,192.7949981689453,258.5154724121094,1.3408826726177487,22.963512969420435
213,189.63999938964844,251.69000244140625,1.3271989203304375,25.182712737520887
214,191.17050170898438,249.19000244140625,1.3034960949192045,29.91723253348181
215,190.22000122070312,246.0,1.2932393987032837,31.719512702074724
216,188.75,244.81333923339844,1.2970243138193294,30.759984739492836
217,193.9949951171875,247.68736267089844,1.2767719214677509,35.54360759955546
218,194.67999267578125,248.17333984375,1.2747757816955347,36.057720779737
219,191.72000122070312,242.24330139160156,1.2635264961882475,37.6661979910524
220,190.00379943847656,242.55784606933594,1.276594714348733,34.84601395047633
221,187.91900634765625,239.06333923339844,1.2721615757754887,35.29674138597369
222,189.67999267578125,240.34336853027344,1.2670992081968853,36.58773649128267
223,191.24000549316406,242.6666717529297,1.2689116543745544,36.542038129693935
224,197.3553924560547,256.1407775878906,1.2978656139072853,31.996342958278717
225,197.66000366210938,256.57666015625,1.2980707042526212,32.00519004592934
226,199.3000030517578,260.6666259765625,1.3079107977176894,30.309608771942294
227,198.80999755859375,258.72332763671875,1.3013597445494018,31.53750344282605
228,196.0,253.4533233642578,1.2931292008380502,32.704936231433294
229,198.32960510253906,258.0416564941406,1.3010748262254122,31.517805865263824
230,198.6699981689453,256.55999755859375,1.2913877280072246,33.496435655204834
231,201.3000030517578,254.98667907714844,1.2666998271807617,38.90953791212871
232,199.57000732421875,245.3521728515625,1.229404037917214,46.0182657372016
233,203.61000061035156,245.17999267578125,1.2041647853289004,52.08880023715653
234,203.2050018310547,242.80332946777344,1.1948688628719923,53.87416882362368
235,203.39999389648438,245.65501403808594,1.2077434680903003,51.307170937384285
236,200.8699951171875,242.0,1.2047593263434753,51.268409223108904
237,199.9600067138672,241.42333984375,1.2073581303146022,50.51649439085685
238,201.7899932861328,245.6599884033203,1.217404215158385,48.9516099772203
239,201.97000122070312,248.7433319091797,1.2315855345139346,46.13107645743264
240,201.8699951171875,251.4966583251953,1.2458347669706884,43.23174201829977
241,201.57000732421875,252.2133331298828,1.2512443516668923,42.077087699653646
242,199.4199981689453,249.413330078125,1.2506936734942007,41.73809647596323
243,202.16000366210938,252.6333465576172,1.2496702709793628,42.518463686299924
244,202.63999938964844,253.9566650390625,1.253240553710915,41.89593470488495
245,198.7100067138672,250.6199951171875,1.2612348983414217,39.49485021693664
246,196.29119873046875,245.18666076660156,1.2490965583396947,41.39674638984161
247,195.5500030517578,238.42999267578125,1.2192789003059952,47.07127537127536
248,194.36000061035156,235.76666259765625,1.213041067386678,47.9972124517094
249,194.2100067138672,235.64666748046875,1.2133600707179362,47.89821781191756
250,192.60000610351562,234.56666564941406,1.217895421682089,46.62763304804264
251,192.27000427246094,236.5833282470703,1.2304744525402624,44.12917070733539
252,192.7899932861328,234.88665771484375,1.2183550282417013,46.58502058222126
253,192.97000122070312,239.59002685546875,1.241592088614051,42.14446142766792
254,194.58999633789062,240.97889709472656,1.238393039877986,43.12076967457284
255,191.97509765625,235.89666748046875,1.2287878498849083,44.385270432925836
256,192.75,237.9066619873047,1.2342758079756404,43.506626467131355
257,191.8249969482422,236.6666717529297,1.23376345897603,43.39612045960979
258,191.25999450683594,236.55999755859375,1.2368503835240816,42.67789610649612
259,197.32000732421875,229.7583465576172,1.1643945774849818,58.32711201027803
260,193.24000549316406,222.51332092285156,1.151486827766226,59.615371200544416
261,192.0500030517578,217.8016815185547,1.1340884043613202,62.58961760715033
262,188.25990295410156,211.2966766357422,1.1223668626200083,63.56111000200991
263,190.25999450683594,213.95530700683594,1.124541749101904,63.822595537867755
264,191.79840087890625,216.1977996826172,1.127213775985107,63.826162504854665
265,193.5399932861328,221.2966766357422,1.143415750297012,61.269995001612415
266,193.9199981689453,221.15333557128906,1.1404359409008336,61.96813982067522
267,195.13499450683594,220.8300323486328,1.1316782666621938,64.06532690795348
268,196.17999267578125,224.489990234375,1.1443062423056594,61.93105706969129
269,194.42999267578125,222.23834228515625,1.1430249995212745,61.627720558234216
270,194.9199981689453,223.3333282470703,1.14576918912906,61.24813826528015
271,195.07789611816406,223.09666442871094,1.1436286164044702,61.715331687426044
272,196.27000427246094,224.9199981689453,1.14597235070476,61.6324652670051
273,178.22999572753906,213.3949432373047,1.197300950192034,46.81926791136897
274,179.39529418945312,213.52366638183594,1.1902411785469746,48.39187017383193
275,179.5399932861328,215.1666717529297,1.198433105709315,46.96012419901842
276,178.69000244140625,210.5784912109375,1.178457039195507,50.3073256553003
277,180.22030639648438,210.15000915527344,1.1660728658009478,52.97003789687028
278,180.06260681152344,208.31666564941406,1.1569124169543148,54.57314140899808
279,181.27999877929688,209.39666748046875,1.1551007771982782,55.27052104092206
280,181.85009765625,216.22166442871094,1.1890104389024485,49.277863390773575
281,182.60000610351562,219.3233184814453,1.201113423605864,47.27106901214961
282,181.85989379882812,217.70985412597656,1.1971295571458178,47.80397597468607
283,181.91000366210938,220.989990234375,1.2148314319472784,44.59699982172202
284,183.4499969482422,221.51995849609375,1.2075222795375269,46.31540808321148
285,184.49000549316406,221.9666748046875,1.2031365829891099,47.38709501532941
286,183.8300018310547,219.55999755859375,1.194364333197233,48.83017277532116
287,186.3699951171875,228.2166748046875,1.224535498115924,43.881863172821795
288,188.83999633789062,232.5399932861328,1.2314128245906655,43.164724540946054
289,190.7100067138672,238.4266815185547,1.2502054067686101,40.00823485247997
290,190.59829711914062,235.64500427246094,1.2363437020906969,42.626817082211005
291,192.3350067138672,237.09666442871094,1.232727564677993,43.71073751295131
292,191.1699981689453,234.69110107421875,1.2276565534452322,44.41539873668353
293,191.61000061035156,235.84666442871094,1.2308682411014487,43.90223503959271
294,194.16000366210938,249.22999572753906,1.2836320098204483,34.241885553288625
295,192.89999389648438,250.37120056152344,1.2979326515473077,31.261077649891888
296,193.77999877929688,249.85667419433594,1.2893831962446591,33.06040333188213
297,193.64999389648438,250.69993591308594,1.2946033762701672,32.027335638619036
298,194.02000427246094,251.42333984375,1.2958629744728691,31.84414357133147
299,195.24000549316406,252.90000915527344,1.2953288365079882,32.1486652088949
300,195.1300048828125,253.26666259765625,1.2979380733873214,31.62141185216177
301,194.22999572753906,248.0451202392578,1.2770690711809995,35.52894883559469
302,194.83999633789062,252.26576232910156,1.2947329453426155,32.19890222029437
303,196.8300018310547,257.0516662597656,1.305957749674773,30.318388639169598
304,195.35000610351562,253.23333740234375,1.2963057562852383,31.975936876174956
305,196.39999389648438,254.6666717529297,1.2966735217270713,32.07557537983729
306,195.89999389648438,253.1666717529297,1.2923260829028185,32.84557981964417
307,193.55999755859375,252.6699981689453,1.3053833506711945,29.925879528572068
308,194.78500366210938,248.086669921875,1.273643582707359,36.29770580919404
309,193.2799072265625,248.23309326171875,1.284319186736468,33.95385503812696
310,191.4822998046875,244.5316619873047,1.2770457751798872,35.03079543866323
311,191.1699981689453,245.3333282470703,1.2833254725998295,33.773171563831966
312,193.5800018310547,249.0433349609375,1.2865137545472696,33.5817487967426
313,191.86000061035156,248.3878936767578,1.2946309438474815,31.726003571642366
314,188.61000061035156,246.77333068847656,1.3083788234447034,28.59559541866855
315,190.62750244140625,251.9408416748047,1.3216395244555255,26.373619191043133
316,194.55499267578125,260.92333984375,1.3411289849475576,23.125221889688703
317,196.60000610351562,263.239990234375,1.3389622688809657,23.794272944626414
318,198.0,261.3600158691406,1.320000080147175,27.718225967322837
319,199.91830444335938,260.84490966796875,1.3047575127962885,31.034039621996726
320,197.4199981689453,257.85333251953125,1.306115565348497,30.378111793784626
321,198.8300018310547,258.2966613769531,1.2990829301325817,31.993375762754454
322,193.82040405273438,240.086669921875,1.2387068899957125,42.88939894477858
323,191.1999969482422,235.65333557128906,1.2324965446264122,43.49696219100906
324,191.83779907226562,237.38665771484375,1.2374342223631318,42.69482548509205
325,191.77000427246094,235.3000030517578,1.2269906544792626,44.68250034245477
326,191.8300018310547,236.4533233642578,1.2326190955912257,43.61677593274652
327,190.31419372558594,234.7066650390625,1.233258857074455,43.15036788374806
328,190.77999877929688,234.51332092285156,1.229234313991937,44.02378324220797
329,193.98500061035156,240.69813537597656,1.240807972877529,42.518243003244265
330,191.22000122070312,236.90000915527344,1.2388871856655161,42.279494667187464
331,188.79420471191406,235.55999755859375,1.2477077774608645,40.077864901171324
332,189.3699951171875,236.84999084472656,1.250726075681404,39.62852049394127
333,193.47999572753906,237.86643981933594,1.2294110247671415,44.612635915226974
334,194.1999053955078,237.1875,1.2213574435937216,46.34263745727742
335,194.24000549316406,238.3333282470703,1.2270043323050568,45.255354996711844
336,194.3800048828125,236.4933319091797,1.216654624799276,47.299749200348685
337,194.10000610351562,236.15333557128906,1.216658053299318,47.230949806746935
338,193.80999755859375,236.739990234375,1.2215055632659115,46.22088524323891
339,194.22000122070312,238.26654052734375,1.226786834670998,45.292936656275685
340,194.72999572753906,238.9566650390625,1.227117908292897,45.34739959598312
341,194.65350341796875,239.2033233642578,1.2288672906679192,44.98906317803733
342,195.64999389648438,238.8666534423828,1.220887609987679,46.78060035009452
343,199.74000549316406,247.76332092285156,1.2404291284117896,43.8553134830546
344,201.625,247.21632385253906,1.226119399144645,47.15438579532429
345,199.55999755859375,243.80027770996094,1.2216891195259592,47.55554670987351
346,197.61099243164062,242.5833282470703,1.2275801323703535,45.92696599382543
347,197.08999633789062,241.95509338378906,1.2276376167209513,45.794551186475815
348,196.85899353027344,242.33360290527344,1.231000923856734,45.07877961708607
349,196.6300048828125,241.8333282470703,1.2298902621255494,45.24473288332695
350,196.35000610351562,254.51332092285156,1.2962226280180111,32.15594447605332
351,193.96099853515625,248.3433380126953,1.280377704220171,34.8379975498695
352,192.2899932861328,247.5,1.2871184598343253,33.241682736871894
353,190.4199981689453,246.55226135253906,1.2947813450443992,31.459245118073568
354,189.80499267578125,245.4566650390625,1.2932044704342611,31.6569388725419
355,187.24749755859375,241.2133331298828,1.2882059107593788,32.166350620196795
356,183.968994140625,239.7066650390625,1.30297317849024,28.88643283262701
357,178.1741943359375,232.0433349609375,1.302339745807593,28.08940665149271
358,176.639892578125,229.0733184814453,1.2968379630333495,28.819356188585743
359,176.49000549316406,229.67869567871094,1.301369417701146,27.995145178216546
360,175.67999267578125,229.8733367919922,1.3084776091505488,26.617892544157428
361,176.5399932861328,231.1266632080078,1.309202854864744,26.620159382781765
362,177.7100067138672,233.5500030517578,1.3142197638189232,25.905028754256534
363,175.55999755859375,232.27000427246094,1.3230235104949806,24.04603325810524
364,168.53919982910156,216.4633331298828,1.2843500701876847,29.60240205759729
365,167.35000610351562,220.61334228515625,1.3182750776160366,23.716180622549444
366,168.30999755859375,221.1166534423828,1.313746400390776,24.614448465383532
367,167.9199981689453,218.0033416748047,1.2982571703905703,27.15836458711891
368,166.9499969482422,217.6583251953125,1.3037336278765606,26.087187897620794
369,164.6699981689453,215.1316680908203,1.3064411883341567,25.28506702984822
370,164.2550048828125,215.73333740234375,1.313404955643564,24.07751120555099
371,162.27000427246094,212.9167022705078,1.312113740460671,23.996063072312495
372,162.4199981689453,218.22332763671875,1.3435742525358743,18.90842746308087
373,164.73060607910156,221.24082946777344,1.3430462907514369,19.264392663548364
374,165.47000122070312,224.0,1.3537196975132055,17.584732472516777
375,163.78199768066406,222.625,1.3592763744038938,16.495262292879318
376,163.30999755859375,219.7099609375,1.345355239863197,18.721185368335455
377,163.77000427246094,221.02333068847656,1.3495959267410433,18.079421334923012
378,164.7050018310547,225.1699981689453,1.3671108689213476,15.297841987583894
379,165.14999389648438,225.3000030517578,1.364214419486902,15.817521568941032
380,166.75,228.3101043701172,1.3691760382016023,15.143414954278171
381,167.2899932861328,228.3300018310547,1.3648754318527532,15.91190289616273
382,167.0,227.28001403808594,1.3609581678927303,16.53850306640598
383,171.19000244140625,233.59999084472656,1.364565614307305,16.335892618614878
384,169.35000610351562,233.0,1.3758487841894624,14.24950514847805
385,161.6300048828125,220.30332946777344,1.3630101021620409,15.675042449107565
386,161.4886932373047,218.3905029296875,1.3523578558454656,17.38155523954495
387,161.2100067138672,215.5900115966797,1.337324003585782,19.775166722962723
388,162.25,214.7433319091797,1.323533632722217,22.14022737347787
389,160.2899932861328,209.7833251953125,1.3087736850848162,24.23864168920167
390,161.27000427246094,211.4499969482422,1.3111551518967137,24.002777274191942
391,160.97999572753906,213.14666748046875,1.3240568588486146,21.88269684154332
392,161.43600463867188,215.05999755859375,1.3321687317519024,20.635135724489203
393,163.5605010986328,216.97332763671875,1.3265631138282958,21.823551613199044
394,163.47999572753906,216.38832092285156,1.3236379164304064,22.291021200125954
395,165.23500061035156,218.53001403808594,1.3225407040328692,22.71161963003223
396,164.58999633789062,218.3333282470703,1.3265285442916515,21.966604910643724
397,163.7100067138672,217.8866424560547,1.3309305083401382,21.128513664553168
398,163.74000549316406,216.6766815185547,1.3232971433337386,22.382272553449013
399,165.75,234.44166564941406,1.4144293553509144,7.551862554595118
400,164.27999877929688,241.20948791503906,1.4682827471839324,-1.362148440213275
401,161.52499389648438,240.1731414794922,1.4869100792748557,-4.348084670193231
