,ibm,msft,Ratio,Spread
0,131.47000122070312,310.6628112792969,2.362993902751828,-57.62785385292776
1,131.24000549316406,312.09649658203125,2.3780591551277213,-59.50420256621763
2,130.75,311.8999938964844,2.385468404562022,-60.25079349860806
3,130.80499267578125,312.1000061035156,2.3859945994347465,-60.344963542059276
4,131.2100067138672,313.6000061035156,2.390061657320014,-61.065449516558374
5,131.6699981689453,315.3799133300781,2.395229875566758,-61.96002992200985
6,131.9499969482422,315.4200134277344,2.3904510854324528,-61.46122777169333
7,132.0800018310547,313.2200012207031,2.3714415269417324,-59.01100046097119
8,132.5850067138672,311.9700012207031,2.3529809965162065,-56.78903812860568
9,132.19500732421875,314.7300109863281,2.3808010404994175,-60.29966383733347
10,131.97999572753906,314.5299987792969,2.383164183673835,-60.51347569439946
11,131.92999267578125,313.94000244140625,2.3795953905107514,-60.01971819392611
12,131.5800018310547,313.17498779296875,2.3801108332182372,-59.92831667146962
13,132.16000366210938,314.05999755859375,2.3763619011508514,-59.69702053258817
14,131.09500122070312,311.9800109863281,2.3798009693832536,-59.666800788633594
15,131.18930053710938,312.1300048828125,2.379233699736974,-59.63530063103232
16,131.55999755859375,311.3699951171875,2.36675281921095,-58.16182540424924
17,131.31649780273438,311.760009765625,2.3741115166957587,-59.02049411661861
18,131.10000610351562,311.1300048828125,2.373226471379006,-58.807161990985264
19,130.80999755859375,311.25,2.3794052886560273,-59.485324744410946
20,130.02999877929688,308.05999755859375,2.369145585254304,-57.79655418921027
21,128.8000030517578,308.5592956542969,2.3956466486285986,-60.663174971934495
22,129.03500366210938,307.8299865722656,2.3856316335554046,-59.481569785215015
23,128.3249969482422,306.69500732421875,2.389986476663773,-59.71311154536548
24,128.9499969482422,306.55999755859375,2.377355601502189,-58.37518973194949
25,129.6199951171875,307.6099853515625,2.3731676974178013,-58.13565933384268
26,129.67999267578125,307.0,2.3673659572725643,-57.41019912456744
27,130.11000061035156,309.4200134277344,2.3781416645625386,-59.00259379207725
28,130.10000610351562,312.8800048828125,2.40491921755842,-62.48182126745087
29,129.67990112304688,313.29998779296875,2.4159486942829624,-63.710363125355684
30,129.77000427246094,313.82000732421875,2.4182784695400974,-64.05696479424714
31,129.9250030517578,313.3500061035156,2.4117760149575473,-63.288643735129455
32,130.14999389648438,313.8999938964844,2.4118325671697436,-63.405600811675384
33,130.24000549316406,314.1260070800781,2.411901058285549,-63.45837234073011
34,130.27999877929688,315.07000732421875,2.4184065879365613,-64.32539913571887
35,130.57000732421875,312.3800048828125,2.392433080800408,-61.07722905807444
36,130.58999633789062,312.4800109863281,2.392832680520278,-61.1387631209991
37,129.55499267578125,310.6700134277344,2.39797793208328,-61.32079496186
38,129.5800018310547,312.4200134277344,2.4110202887253,-63.02266085916642
39,129.51499938964844,312.1099853515625,2.4098365967062505,-62.83774033483999
40,128.94000244140625,310.94000244140625,2.4115092023726743,-62.774430635057485
41,128.91000366210938,311.010009765625,2.4126134584622654,-62.902175388132605
42,128.60499572753906,301.51300048828125,2.344489020683636,-53.99220246145521
43,128.72999572753906,300.57000732421875,2.334887107122914,-52.80862688783452
44,128.44500732421875,298.1499938964844,2.3212268044323365,-50.93711903423571
45,129.07000732421875,298.25,2.3107614711046525,-49.834213089960315
46,128.74000549316406,297.7349853515625,2.312684267885726,-49.95433952691286
47,129.0399932861328,299.05999755859375,2.317576047105483,-50.70197744538038
48,129.39999389648438,299.3999938964844,2.3137558579484496,-50.34909526902459
49,126.81500244140625,301.8901062011719,2.3805551424458438,-57.814435357312476
50,127.04000091552734,300.6000061035156,2.3661839100850877,-56.09128985924846
51,127.63999938964844,299.7900085449219,2.348715214497523,-54.12649967157236
52,128.05999755859375,300.5199890136719,2.346712437474233,-54.048126768363204
53,128.44000244140625,300.4700012207031,2.339380220408951,-53.26675905258713
54,128.77999877929688,302.5899963378906,2.3496660910555627,-54.73237706408912
