,qcom,msft,Ratio,Spread
0,168.75,293.3900146484375,1.738607494212963,37.75556826416126
1,167.36000061035156,292.05999755859375,1.7451003614571523,36.3416678688587
2,166.72999572753906,290.75,1.7438373864959942,36.408009188068114
3,165.77000427246094,289.9599914550781,1.749170440862736,35.302954066921664
4,165.3800048828125,289.8399963378906,1.752569765270414,34.6530739219888
5,165.46499633789062,289.2250061035156,1.747952814823135,35.43584087728444
6,165.1699981689453,286.81988525390625,1.736513219310752,37.2586228856804
7,168.02999877929688,289.42498779296875,1.7224602148162906,40.29928230933185
8,169.0800018310547,288.2900085449219,1.7050508955694372,43.50701191585468
9,167.63999938964844,287.82000732421875,1.7168933928187027,41.134387515961485
10,169.5500030517578,290.4700012207031,1.7131819285903085,42.25482149461512
11,166.32000732421875,287.6499938964844,1.729497241638217,38.69868087247843
12,165.9250030517578,286.739990234375,1.7281300886577702,38.82892942247431
13,165.24000549316406,286.17999267578125,1.7319050058226997,38.03671287773428
14,164.80709838867188,287.07000732421875,1.741854629630144,36.292121326381356
15,167.95669555664062,289.3299865722656,1.7226463381728885,40.24957987342767
16,165.9199981689453,287.7200012207031,1.7340887439483754,37.839038586153
17,165.33999633789062,287.989990234375,1.741804745452126,36.4241014685468
18,164.86000061035156,286.6199951171875,1.7385660199930306,36.84656475270017
19,167.58999633789062,287.94000244140625,1.7181216584125287,40.91568426332392
20,164.7301025390625,284.8999938964844,1.729495638654908,38.31014169598907
21,163.9600067138672,282.94000244140625,1.7256647405191654,38.74993147635566
22,162.3699951171875,282.1383972167969,1.7376264439323827,36.412786674018456
23,161.5800018310547,280.2799987792969,1.7346205941521953,36.71170500878528
24,159.00999450683594,280.5498962402344,1.764353851532102,31.368504576354063
25,160.4250030517578,285.4674987792969,1.7794451821652557,29.244188650909813
26,160.36000061035156,283.1153869628906,1.7654987895068326,31.467982903380367
27,160.2449951171875,283.63848876953125,1.7700302500062846,30.71785539735398
28,163.6300048828125,287.1099853515625,1.7546292048159695,33.92851101802156
29,165.9499969482422,290.6600036621094,1.7514914673530408,34.95825500171801
30,168.0399932861328,294.5799865722656,1.7530349818014144,35.16401310852742
31,167.8000030517578,295.5450134277344,1.7612932541876873,33.72523539728851
32,170.1199951171875,295.8900146484375,1.739301805438056,37.959996470828706
33,170.50999450683594,296.9800109863281,1.7417161489288644,37.639875395058446
34,170.0,295.82000732421875,1.7401176901424633,37.79312836716243
35,170.0,296.1099853515625,1.7418234432444852,37.50315033981868
36,170.17999267578125,296.8299865722656,1.7442120069764715,37.13846226094315
37,170.9499969482422,297.3399963378906,1.739338997636338,38.14847344106638
38,170.25,294.7799987792969,1.7314537373233296,39.32664746784078
39,172.4499969482422,297.8299865722656,1.727051271921182,40.61954654123027
40,170.1649932861328,295.6300048828125,1.737313880920913,38.30883452191065
41,170.39999389648438,295.4200134277344,1.7336855869091048,38.98272710425962
42,168.5,293.5304870605469,1.7420206947213464,37.121585296295414
43,170.1999969482422,295.135009765625,1.7340482670829633,38.87292834606259
44,172.02999877929688,299.1300048828125,1.7388246643341347,38.490434111591775
45,170.93710327148438,299.25,1.7506439168138208,36.213017116627064
46,169.36619567871094,297.1863098144531,1.7546967304987944,35.17566938556714
47,167.27999877929688,295.8999938964844,1.7688904594438934,32.34374453854675
48,165.10000610351562,294.30999755859375,1.7826165153141489,29.630343288557945
49,166.4499969482422,295.2200012207031,1.7736257532795396,31.385278554637203
50,164.25,293.7749938964844,1.7885844377259323,28.48739901249771
