,ctva,shw,Ratio,Spread
0,57.7400016784668,260.17498779296875,4.50597471821683,-29.787945671490775
1,57.88999938964844,257.44000244140625,4.447054848085561,-26.454457929911598
2,57.27000045776367,256.69500732421875,4.482189720140303,-28.18330617751701
3,57.439998626708984,257.32501220703125,4.479892380905766,-28.135005307456908
4,57.59000015258789,257.04998779296875,4.463448291576673,-27.261463282442605
5,57.91999816894531,260.010009765625,4.489123238699157,-28.90476782031405
6,58.02000045776367,259.4100036621094,4.471044495267625,-27.90574490251882
7,58.44499969482422,254.8300018310547,4.360167733110998,-21.629963468347512
8,58.71500015258789,253.9600067138672,4.32530028193611,-19.682645784007832
9,58.79999923706055,253.9149932861328,4.318282254774162,-19.29847947983714
10,58.404998779296875,252.75999450683594,4.3277116649205905,-19.719562869840587
11,58.380001068115234,252.69000244140625,4.328365841353421,-19.749313592279464
12,58.20500183105469,252.5850067138672,4.339575616662948,-20.342578263560767
13,58.38999938964844,253.19000244140625,4.336187790512164,-20.209419521319063
14,58.46500015258789,254.72000122070312,4.35679467298228,-21.440159495140023
15,58.220001220703125,254.0825958251953,4.364180530708116,-21.78031865798073
16,58.474998474121094,253.25,4.330910758588207,-19.930264203476497
17,57.97999954223633,252.28500366210938,4.351241905035354,-20.940351628230673
18,58.18000030517578,252.27000427246094,4.336026176507576,-20.12733383095818
19,57.81999969482422,251.5399932861328,4.35039769307798,-20.833752934166313
20,57.5,249.83999633789062,4.345043414572011,-20.41057934974853
21,58.10499954223633,251.08999633789062,4.321314832045978,-19.24658470186378
22,58.30500030517578,252.80999755859375,4.335991702861746,-20.16856751494285
23,58.18000030517578,252.60000610351562,4.341698260201692,-20.457335662012866
24,58.02000045776367,253.23500061035156,4.3646156258598605,-21.730741850761007
25,58.279998779296875,254.64500427246094,4.369337844991855,-22.103332237613728
26,58.189998626708984,253.77999877929688,4.361230533915373,-21.597434266833716
27,58.279998779296875,255.25999450683594,4.379890182796527,-22.718322471988728
28,58.02000045776367,255.33999633789062,4.4008961448348884,-23.83573757830007
29,58.165000915527344,256.0199890136719,4.401615833987316,-23.93716728907728
30,58.29999923706055,256.79998779296875,4.404802592685531,-24.178512395265614
31,58.53499984741211,257.1650085449219,4.393354560780637,-23.60586265983065
32,58.709999084472656,257.3800048828125,4.383921118998674,-23.122598598900908
33,58.72999954223633,258.04998779296875,4.393836025954491,-23.71277814620123
34,58.68000030517578,259.07000732421875,4.4149626103762625,-24.932298474123456
35,58.779998779296875,258.6700134277344,4.400646798224186,-24.13330298429463
36,58.619998931884766,260.739990234375,4.447969890571808,-26.841691472847458
37,58.060001373291016,260.44000244140625,4.485704379628466,-28.77613695610387
38,58.345001220703125,260.92999267578125,4.472191056929705,-28.128955906418526
39,58.310001373291016,259.69000244140625,4.453609952414744,-27.028617751807616
40,58.459999084472656,258.30999755859375,4.418576832088978,-25.05011047897841
41,58.27000045776367,257.9599914550781,4.426977680256883,-25.458213491191316
42,58.084999084472656,258.0199890136719,4.44211058071009,-26.25638074050096
43,58.279998779296875,255.6300048828125,4.38623902259966,-23.08833284796529
44,58.56999969482422,256.7569885253906,4.383762845538823,-23.05819056053531
45,58.27000045776367,258.7099914550781,4.439848797368743,-26.208213491191316
46,58.07500076293945,259.8900146484375,4.475075527063725,-28.166300446226956
47,58.060001373291016,262.0799865722656,4.513950747042673,-30.416121086963244
48,58.060001373291016,262.5199890136719,4.521529156119471,-30.856123528369494
49,58.29999923706055,258.6199951171875,4.436020557488895,-25.998519719484364
50,58.1150016784668,258.6400146484375,4.4504862286577325,-26.75669372051513
51,57.93000030517578,260.67999267578125,4.49991353879711,-29.534841438574773
52,58.29999923706055,262.3399963378906,4.499828469485203,-29.71852094018749
53,58.45000076293945,262.5799865722656,4.492386366892161,-29.359993563610686
54,58.65999984741211,263.8800048828125,4.498465829683326,-29.822099395573133
55,58.5,263.8299865722656,4.509914300380609,-30.41049276693846
56,59.029998779296875,264.3299865722656,4.477892462111519,-28.7957569245296
57,59.47999954223633,265.75,4.467888400222545,-28.420232740343664
58,59.52000045776367,265.8900146484375,4.467238114978128,-28.40064066306934
59,59.62900161743164,266.6700134277344,4.472152915432638,-28.745716442128753
60,59.5099983215332,264.1600036621094,4.438918015672759,-26.71053896863674
61,59.8650016784668,264.8599853515625,4.424287612553957,-25.994029993566244
62,59.70000076293945,263.8699951171875,4.419932860051028,-25.66240608705121
63,59.779998779296875,261.9700012207031,4.382234971062413,-23.443213960078282
64,59.80500030517578,262.25,4.385084836749073,-23.623454730571495
65,59.8849983215332,262.1300048828125,4.377223214992675,-23.184261382895443
66,59.650001525878906,261.6199951171875,4.385917660097372,-23.611906883723435
67,59.880001068115234,262.0899963378906,4.376920368450823,-23.164192262986205
68,59.959999084472656,261.7200012207031,4.364910026966271,-22.47499891531018
69,59.77000045776367,261.2799987792969,4.371423737296602,-22.793105589632432
70,60.05799865722656,263.44000244140625,4.386426593149678,-23.803974312673887
71,60.44499969482422,262.7959899902344,4.347687837158465,-21.61579799315703
72,60.45000076293945,260.69000244140625,4.312489646836026,-19.489855798381143
73,60.34000015258789,259.3900146484375,4.2988069935779185,-18.62877889065237
74,60.18000030517578,257.29998779296875,4.275506588371347,-17.17716371709585
75,60.38999938964844,256.20001220703125,4.242424487438345,-15.239275652573895
76,60.619998931884766,256.94000244140625,4.238535251874799,-15.06155004550854
77,60.11000061035156,255.44000244140625,4.249542502872922,-15.596482525061475
78,60.380001068115234,257.79998779296875,4.269625426176164,-16.879145309471795
