,vz,dis,Ratio,Spread
0,51.1150016784668,143.0500030517578,2.7985913793292596,-18.75459041952324
1,51.10499954223633,142.5800018310547,2.789942336526542,-18.30891121015037
2,51.00910186767578,142.43499755859375,2.792344745219953,-18.397099555092723
3,50.99679946899414,142.24000549316406,2.789194752891217,-18.232023007031486
4,51.005001068115234,142.5438995361328,2.794704373121586,-18.515973371754598
5,51.10499954223633,142.6416015625,2.791147692792995,-18.370510941595683
6,51.2400016784668,142.39999389648438,2.7790786345022083,-17.800621055527472
7,51.209800720214844,142.69000244140625,2.7863807402999714,-18.164068717040365
8,51.29999923706055,141.72999572753906,2.7627679889934456,-16.984727923118257
9,51.349998474121094,141.75999450683594,2.76066209774629,-16.89314447415208
10,51.369998931884766,141.62379455566406,2.7569359061784953,-16.7083097764491
11,51.44499969482422,140.78030395507812,2.736520649046515,-15.682441195403882
12,51.435001373291016,140.4499969482422,2.7306307611216387,-15.376446923768796
13,51.61000061035156,140.92999267578125,2.7306721761114363,-15.430900214322463
14,51.33000183105469,139.625,2.7201440681719746,-14.806775437717832
15,51.2599983215332,138.77000427246094,2.7071792590006134,-14.122005961102346
16,51.165000915527344,139.1199951171875,2.7190460789177457,-14.703000256689876
17,51.130001068115234,138.8699951171875,2.7160178411141693,-14.538108744086955
18,51.15999984741211,138.61000061035156,2.709343256914866,-14.205166755519073
19,51.084999084472656,138.19000244140625,2.705099440501101,-13.96754656703304
20,50.939998626708984,137.16000366210938,2.692579649780228,-13.290142742989602
21,50.8739013671875,136.3350067138672,2.6798614427042966,-12.625873289148416
22,50.9900016784668,137.74000549316406,2.701314001943483,-13.748553069651834
23,51.01499938964844,137.1802978515625,2.6890189060631067,-13.128058951983448
24,51.084999084472656,136.63999938964844,2.6747577926683435,-12.417543515275227
25,51.5099983215332,137.44000244140625,2.668219897494171,-12.184083712602984
26,51.818199157714844,136.75599670410156,2.6391499304688,-10.750631651344932
27,52.11000061035156,137.02000427246094,2.6294377790746397,-10.305070976112802
28,52.279998779296875,138.2913055419922,2.6452048349464805,-11.162990814323805
29,51.974998474121094,138.56480407714844,2.665989574701793,-12.178153000852902
30,52.03499984741211,138.93499755859375,2.6700297485540108,-12.402442242704907
31,52.15999984741211,138.5749969482422,2.656729243742847,-11.738481423631
32,52.310001373291016,138.5500030517578,2.6486331373430265,-11.348731566228068
33,52.32500076293945,138.3292999267578,2.6436559562314073,-11.091554700362082
34,52.47249984741211,138.58999633789062,2.6411929437496724,-10.993580291473606
35,52.48500061035156,136.13999938964844,2.593883925054155,-8.513185467133297
36,52.699501037597656,136.22000122070312,2.584844230755032,-8.071590541093968
37,52.810001373291016,135.33999633789062,2.562772066246142,-6.922884017471517
38,52.814998626708984,135.97000122070312,2.574458103875477,-7.540737170748315
39,52.73500061035156,135.59759521484375,2.5713016714790133,-7.36286087488395
40,52.80500030517578,135.42999267578125,2.564719096545613,-7.0250413610272915
41,52.77000045776367,135.6199951171875,2.5700207303529536,-7.300152289830606
42,52.81999969482422,131.77000427246094,2.4946990729606715,-3.328579216841007
43,52.875,131.70669555664062,2.4909067717567965,-3.1315272670925083
44,53.150001525878906,131.9604949951172,2.482793813860291,-2.7166105359281687
45,53.27000045776367,132.21420288085938,2.481963614505474,-2.6785192186131326
46,53.185001373291016,131.3699951171875,2.4700571914088587,-2.041002170601388
47,53.11000061035156,132.22000122070312,2.489549984959563,-3.07338625457632
48,53.20000076293945,132.52999877929688,2.4911653548625665,-3.164532091844791
49,52.20500183105469,131.11000061035156,2.5114451874678303,-4.164054587013041
50,52.270599365234375,130.9199981689453,2.5046584458341092,-3.814539824159368
51,52.45000076293945,130.58999633789062,2.4897997033045605,-3.048290902772564
52,52.6349983215332,130.99000549316406,2.4886484215878752,-2.9984448858597688
53,52.78499984741211,131.3000030517578,2.4874491509200043,-2.9436864835349468
54,52.6510009765625,131.9499969482422,2.506125135341292,-3.91952297803536
55,52.66999816894531,131.875,2.5037973150672075,-3.798330905298627
56,53.154998779296875,131.92999267578125,2.4819865620459036,-2.6739564870565005
57,53.3849983215332,131.92999267578125,2.471293374988576,-2.114670816142933
58,53.60499954223633,132.9199981689453,2.479619425501819,-2.5697033735942796
59,53.56039810180664,132.63499450683594,2.476363119159901,-2.3931562166235096
60,53.415000915527344,132.32000732421875,2.4772068717826103,-2.4317287067190705
61,53.649898529052734,132.30999755859375,2.4661742367871327,-1.8505227200096215
62,53.56999969482422,131.8699951171875,2.461638899914506,-1.6048088092335604
63,54.30500030517578,131.55999755859375,2.4226129604874496,0.4924762608282549
64,54.32720184326172,130.71400451660156,2.406050745880891,1.39245637602491
65,54.334999084472656,131.13999938964844,2.4135456261951864,0.9854219115055116
66,54.09000015258789,131.75999450683594,2.4359399914058235,-0.2303326174615279
67,54.15999984741211,131.1699981689453,2.4218980527787597,0.5298806952232553
68,54.000099182128906,131.1699981689453,2.4290695786787637,0.14105317846866683
69,53.95000076293945,130.67999267578125,2.422242647409764,0.5092352640048432
70,53.67499923706055,132.86000061035156,2.4752678621114312,-2.3394888402063714
71,53.875,132.55999755859375,2.4605103955191416,-1.5531475992669357
72,53.90370178222656,131.47999572753906,2.43916449854825,-0.40335217048195204
73,53.79999923706055,131.51499938964844,2.444516751945478,-0.6905274107809021
74,53.73500061035156,130.17999267578125,2.4226294072229573,0.4864233339572479
75,53.6150016784668,130.41000366210938,2.432341687578189,-0.035386855428072295
76,53.65999984741211,130.8300018310547,2.438129001175618,-0.3459638017754685
77,53.97999954223633,131.97000122070312,2.4447944116309963,-0.7078257991850876
78,54.2400016784668,132.5399932861328,2.4435838713985696,-0.6455754358398451
79,54.275001525878906,132.44000244140625,2.44016579858146,-0.4604761037161893
80,54.310001373291016,132.61000061035156,2.441723389010399,-0.5453657852644369
81,54.14500045776367,132.38999938964844,2.445101085425616,-0.7265942663458418
82,54.08000183105469,132.57000732421875,2.4513683956292374,-1.0646581700451918
83,54.13999938964844,132.3800048828125,2.4451423416181925,-0.7287607651750534
84,53.959999084472656,131.80999755859375,2.4427353557261817,-0.5964568836068054
85,53.980098724365234,131.67999267578125,2.439417411001219,-0.4175760748983919
86,53.845001220703125,130.8699951171875,2.4304947933935352,0.0639073604073701
87,53.915000915527344,131.01930236816406,2.430108506785371,0.08481708422496581
88,54.01499938964844,130.99000549316406,2.4250672400871545,0.3572784157510398
89,53.9900016784668,130.58999633789062,2.41878111276249,0.6965010949576822
