,dhr,lly,Ratio,Spread
0,295.964599609375,289.19500732421875,0.9771270202784691,77.9602286715317
1,295.17999267578125,288.7950134277344,0.9783692004659001,77.38688810758492
2,295.2699890136719,288.2200012207031,0.9761235883927156,78.07354416229458
3,293.82501220703125,288.04998779296875,0.9803453614425671,76.45100942328622
4,293.6694030761719,288.0899963378906,0.9810010621473083,76.21796188910963
5,295.75,288.9519958496094,0.977014356211697,77.9370212458785
6,295.8299865722656,288.57000732421875,0.9754589474442159,78.41823612758145
7,295.67230224609375,288.6099853515625,0.9761143778403256,78.18264475301686
8,295.54998779296875,290.20001220703125,0.9818982378382464,76.4408822103677
9,295.6099853515625,290.6300048828125,0.9831535444825132,76.08531876637204
10,295.6499938964844,288.8299865722656,0.9769321580753807,77.93496918417776
11,296.7200012207031,289.2650146484375,0.9748753486735108,78.82732550519131
12,295.7300109863281,288.44500732421875,0.9753660318822152,78.41921264674238
13,297.3900146484375,290.0299987792969,0.9752513012992674,78.89351827354494
14,295.989990234375,290.1700134277344,0.9803372512630169,77.01672059489584
15,295.5899963378906,288.2699890136719,0.9752359436553759,78.42053751098592
16,296.04998779296875,289.75,0.9787198511983239,77.5111632544158
17,297.04998779296875,290.1000061035156,0.9766033261233562,78.40169482493394
18,297.6400146484375,290.19000244140625,0.9749697223478807,79.04364902994399
19,295.8999938964844,289.05999755859375,0.9768840943596522,78.01509261635806
20,293.30999755859375,286.4700012207031,0.9766799754702388,77.3921009214859
21,289.7900085449219,289.9700012207031,1.0006211141532624,69.52542193784097
22,292.8800048828125,290.2550048828125,0.9910372850442614,73.07367514551129
23,288.7300109863281,290.44500732421875,1.005939792444963,67.73544892850595
24,289.6650085449219,291.04998779296875,1.0047813136112091,68.29036815632111
25,291.6099853515625,292.30999755859375,1.0024005083577208,69.4431753944557
26,291.07501220703125,291.635009765625,1.0019238943059647,69.45450884703712
27,291.7200012207031,292.6700134277344,1.0032565892055942,69.21963835572558
28,291.1700134277344,293.375,1.007572849093586,67.83237120602354
29,292.0799865722656,292.6400146484375,1.001917379149267,69.69621252573603
30,291.0050048828125,292.8450012207031,1.0063229027233795,68.15767066880733
31,289.9100036621094,292.3349914550781,1.0083646226840626,67.30929016703715
32,288.9700012207031,292.6600036621094,1.0127695000374382,65.81816951775772
33,289.69000244140625,291.7250061035156,1.0070247631777385,67.64635571598399
34,289.1300048828125,291.3699951171875,1.0077473461645148,67.30666863350962
35,288.510009765625,293.2799987792969,1.0165331837794704,64.62753767081222
36,290.4599914550781,294.7699890136719,1.0148385240149687,65.55657318587981
37,289.0849914550781,293.42999267578125,1.0150301861014404,65.19083022197401
38,290.0,293.55999755859375,1.0122758536503234,66.19592791119993
39,288.375,292.8039855957031,1.0153584242590485,64.93606615378565
40,287.5899963378906,292.8500061035156,1.018289960821325,63.91621902887198
41,287.4700012207031,292.54998779296875,1.017671362405448,64.06737887584768
42,283.739990234375,297.2799987792969,1.0477197751848006,54.71014873641968
43,286.239990234375,299.3999938964844,1.0459754196167135,55.691497804316555
44,286.45001220703125,300.0050048828125,1.0473206217424924,55.34702698744343
45,287.5,301.67498779296875,1.0493043053668478,54.9795934917405
46,286.7699890136719,301.5299987792969,1.0514698550444248,54.218976374413785
47,288.5400085449219,303.3500061035156,1.0513273623068047,54.59474496248623
48,289.3500061035156,306.1600036621094,1.0580957221496652,52.7895798912034
49,294.95001220703125,311.8599853515625,1.0573316577205694,54.036616747980474
50,296.6000061035156,311.54998779296875,1.0504045225280119,56.39349389708889
51,298.54998779296875,310.3999938964844,1.0396918659790169,59.96251354301586
52,299.6099853515625,311.30999755859375,1.0390508086481245,60.36747678672589
53,299.9150085449219,308.55999755859375,1.0288247962501584,63.49586954954225
54,300.614990234375,308.3399963378906,1.02569734163121,64.58422442714578
55,299.6400146484375,308.5199890136719,1.029635475674546,63.194737805745945
56,298.6199951171875,309.07000732421875,1.0349943485965512,61.37934683843315
57,299.4599914550781,310.3500061035156,1.0363655077779266,61.14139516234002
58,301.17999267578125,310.7099914550781,1.0316422040343027,62.91513612444379
59,301.82000732421875,311.8900146484375,1.0333642802990242,62.529075214404656
60,301.94000244140625,311.0299987792969,1.0301053065655141,63.537949547116455
61,300.9100036621094,311.32000732421875,1.0345950733954286,61.970188712268
62,299.2900085449219,311.7799987792969,1.0417320654808973,59.50053228256803
63,289.8399963378906,309.32000732421875,1.0672095336477256,50.237427574744856
64,292.0899963378906,309.5299987792969,1.059707633469349,52.818645886242734
65,293.5199890136719,310.54998779296875,1.0580198944423633,53.57261666046986
66,294.29998779296875,310.3500061035156,1.0545362520430601,54.740216221341086
67,292.7200012207031,310.2200012207031,1.0597840937654461,52.91018823679059
68,292.1099853515625,308.57000732421875,1.0563487138340928,53.8034344658476
69,291.1199951171875,309.20001220703125,1.0621050336393618,51.945309400367364
70,288.7056884765625,305.3949890136719,1.057807314518724,52.7552942493615
71,287.789794921875,308.3999938964844,1.071615461487105,48.61408890655446
72,285.17999267578125,308.8599853515625,1.0830352524158413,44.91653944341908
73,283.5899963378906,309.2449951171875,1.090465104942311,42.55907931906506
74,281.9880065917969,307.6099853515625,1.0908619450502224,42.206760451244975
75,280.0,306.8800048828125,1.096000017438616,40.470543846643466
76,280.75,307.95001220703125,1.0968833916546081,40.33093977795005
77,278.9700012207031,303.32501220703125,1.087303333260769,42.747784232498134
78,280.75,302.95001220703125,1.0790739526519368,45.33093977795005
79,282.1400146484375,303.010009765625,1.0739703481733802,46.99530775820182
80,283.7749938964844,302.75,1.0668663783336645,49.283570877292334
