,goog,aapl,Ratio,Spread
0,143.0500030517578,177.381103515625,1.2399937066163196,26.48122451939605
1,143.77749633789062,177.8300018310547,1.2368416919233138,27.069085880841186
2,143.29849243164062,177.1649932861328,1.236335360406167,27.05146003650924
3,143.23974609375,177.09500122070312,1.2363537778459546,27.0377319694648
4,143.55892944335938,177.85000610351562,1.2388641151972763,26.737599224598654
5,143.70700073242188,178.77999877929688,1.24405907762406,26.01862477363005
6,143.3000030517578,178.99000549316406,1.2490579321796353,25.22860063288445
7,143.33074951171875,178.90499877929688,1.2481969109124735,25.35742450699459
8,142.49349975585938,177.64999389648438,1.2467234940601517,25.419254410883894
9,142.71725463867188,177.76119995117188,1.2455480621542463,25.62692420622244
10,142.86949157714844,178.1999969482422,1.2472921614060308,25.405081952449308
11,142.67599487304688,178.00999450683594,1.2476520290973212,25.319329848425923
12,142.4239959716797,177.1925048828125,1.2441197403143103,25.77769272236887
13,142.67098999023438,177.7899932861328,1.2461537786925168,25.532198548752035
14,141.0800018310547,176.2259063720703,1.2491203861983455,24.82894856601507
15,141.61700439453125,176.47000122070312,1.2461074288019454,25.35014271015143
16,141.19400024414062,176.74000549316406,1.2517529440879946,24.477309992899023
17,141.27700805664062,176.61000061035156,1.2500972595593565,24.725610335622974
18,141.04750061035156,176.4250030517578,1.250819775524685,24.58353399485489
19,141.28900146484375,176.46499633789062,1.2489648487026752,24.887706562402002
20,139.61898803710938,174.67999267578125,1.2511191717658992,24.292753440417556
21,139.78599548339844,173.25,1.2393945430719195,25.960750492803754
22,140.46749877929688,172.9250030517578,1.2310677171198037,27.25696621421247
23,140.03298950195312,172.85000610351562,1.2343520388894131,26.712738618991608
24,140.24449157714844,172.3350067138672,1.228818364099996,27.529152231035795
25,140.5749969482422,173.35499572753906,1.2331851288701505,26.980170508114355
26,139.9770050048828,173.03500366210938,1.2361673523167138,26.447956861424473
27,140.7530059814453,174.25999450683594,1.2380552251211436,26.3288546029585
28,143.375,177.36000061035156,1.2370357496798714,26.965484593907405
29,143.2220001220703,177.64500427246094,1.2403471821441634,26.462438914053138
30,143.9698944091797,177.66000366210938,1.2340080152950474,27.513272920011445
31,143.57225036621094,177.22959899902344,1.234427952107475,27.376990140947953
32,143.13699340820312,177.49000549316406,1.2400009338395965,26.496293574385533
33,143.50074768066406,178.2899932861328,1.242432504135004,26.214696492598648
34,143.69300842285156,178.46499633789062,1.2419880291789427,26.31368660166521
35,142.02749633789062,176.90989685058594,1.245603150179514,25.495244224117585
36,141.80999755859375,176.49000549316406,1.244552630502945,25.60517538198465
37,141.3489990234375,175.26499938964844,1.2399451046737673,26.17320677321257
38,142.09774780273438,175.64199829101562,1.2360646175395311,26.863259014833545
39,141.7314910888672,175.3800048828125,1.2374102857130553,26.60329545166627
40,141.47048950195312,174.86000061035156,1.2360174989564694,26.751343135563673
41,141.0625,175.0399932861328,1.2408683617980172,25.98991957612199
42,137.91500854492188,171.1300048828125,1.2408367057967573,25.414378990880152
43,137.69549560546875,170.8350067138672,1.2406724414816823,25.39654655572872
44,137.15225219726562,170.97500610351562,1.246607353247126,24.48236426832878
45,137.39700317382812,171.7100067138672,1.2497361859969238,24.096161300804425
46,136.66049194335938,171.3800048828125,1.2540566951408536,23.376551871012282
47,136.93075561523438,171.6699981689453,1.2536993416681765,23.471714685238283
48,137.17649841308594,171.60000610351562,1.2509431869792198,23.891917850277196
49,136.20249938964844,172.0800018310547,1.2634129520543365,22.023864071806372
50,136.23574829101562,170.86000061035156,1.2541495367675044,23.291248712940956
51,135.5030059814453,170.89999389648438,1.2612265879908675,22.207015301733037
52,136.3665008544922,171.19000244140625,1.2553669806639092,23.147583976735774
53,136.2561492919922,171.67999267578125,1.2599797775576131,22.500330366243162
54,136.93325805664062,172.65220642089844,1.2608493281411821,22.493072693473664
55,136.40049743652344,172.1699981689453,1.2622387850826415,22.216037198586918
56,135.60000610351562,170.27999877929688,1.2557521468642627,22.965246492203107
57,135.18174743652344,170.89999389648438,1.2642238847869085,21.749185777288886
58,135.5500030517578,171.65499877929688,1.2663592395033212,21.518986524899816
59,134.9499969482422,170.82000732421875,1.2658022318424647,21.498901863316405
60,134.48348999023438,169.95010375976562,1.2637246681515084,21.703980593969277
61,134.7060089111328,170.74000549316406,1.2675010333488783,21.231193325991626
62,134.02450561523438,170.13999938964844,1.2694693303185658,20.859980656340724
63,130.74749755859375,166.47999572753906,1.2732939355335042,19.84987961964373
64,130.67599487304688,166.44000244140625,1.2736846013922027,19.78797354453664
65,130.28250122070312,166.55999755859375,1.278452562684802,19.107205758195278
66,130.89549255371094,166.91000366210938,1.2751394292177054,19.630781182441325
67,130.56649780273438,166.6649932861328,1.2764759420746479,19.406937071073912
68,130.25698852539062,166.1300048828125,1.275401855697203,19.500839976444922
69,129.8074951171875,165.77999877929688,1.277121930668442,19.210267466344362
70,130.95401000976562,169.5749969482422,1.294920231427785,17.049181846448306
71,130.71450805664062,169.0800018310547,1.2935060105018312,17.20285976900888
72,129.593994140625,167.86000061035156,1.2952760791383848,16.826002753840925
73,129.66323852539062,168.11000061035156,1.2965124311424037,16.67468378271559
74,128.16400146484375,166.93080139160156,1.3024780709378194,15.717301729748442
75,127.71875,167.11000061035156,1.3084218300786028,14.903569143311557
76,128.37449645996094,167.63999938964844,1.3058668506009223,15.308082751826333
77,129.1332550048828,168.69000244140625,1.3063250239841604,15.339395883810738
78,129.5072479248047,169.69000244140625,1.3102741750788554,14.872377818080963
79,130.20974731445312,170.44009399414062,1.308965707325522,15.123426831314248
80,130.0,170.55999755859375,1.3119999812199519,14.704609775695133
81,129.81649780273438,170.27999877929688,1.3116976783494017,14.723097304827405
82,130.41200256347656,170.8000030517578,1.3096954244577514,15.051754229786496
83,130.25100708007812,170.39999389648438,1.3082431968585295,15.222326731102953
84,128.2050018310547,168.47000122070312,1.3140673048209823,14.236532029467128
85,128.74301147460938,168.25,1.3068670529986957,15.223257445210407
86,127.7905044555664,166.9600067138672,1.3065134019556224,15.155821201603601
87,127.890380859375,166.55999755859375,1.302365325987565,15.698165454827489
88,128.187744140625,166.66929626464844,1.3001968119651772,16.012642837514477
89,127.55550384521484,165.86500549316406,1.3003359360677746,15.915920146921337
90,127.27900695800781,165.27999877929688,1.2985644901662883,16.10688772819188
91,128.5386505126953,166.14999389648438,1.2926072681934242,17.032026215160897
92,127.42950439453125,164.6300048828125,1.2919300413592265,16.97135738223264
93,126.69149017333984,163.7501983642578,1.2925114239339524,16.799410709278504
94,126.9074935913086,164.5050048828125,1.296259190277467,16.3524333323611
95,128.14450073242188,165.47000122070312,1.2912766468708674,17.15031116576327
96,127.56949615478516,164.82000732421875,1.2920017111632711,16.98085892923777
97,127.97700500488281,165.11000061035156,1.2901536538071976,17.271611543863315
98,129.35000610351562,166.27499389648438,1.285465682648817,18.063299099328617
99,129.91574096679688,167.22999572753906,1.2872188888202452,17.914533016744087
100,129.9550018310547,166.5,1.281212709430414,18.700479887362604
101,129.7272491455078,166.12669372558594,1.2805844170737861,18.749212993644562
102,129.52450561523438,166.3699951171875,1.284467323978108,18.21697929030705
103,130.52700805664062,167.49000549316406,1.283182752649044,18.525647538628903
104,130.531005859375,167.4600067138672,1.2829136312201326,18.561343636031808
105,129.82749938964844,168.0800018310547,1.2946409860872377,16.938772750605665
106,128.75,166.7899932861328,1.2954562585330704,16.693223593018672
107,128.14549255371094,166.4842071533203,1.2991811404021103,16.1375186899281
108,128.94949340820312,167.43499755859375,1.2984540934066389,16.33251984314643
109,128.6699981689453,167.1300048828125,1.298904229899566,16.239200397751517
110,128.39625549316406,167.34500122070312,1.3033479876647394,15.634089988020492
111,128.35250854492188,167.22999572753906,1.3028962006536127,15.686751164352529
112,129.36000061035156,170.69500732421875,1.3195346824276337,13.657528966859331
113,128.26150512695312,171.19000244140625,1.3346951002326266,11.59705435436183
114,126.81500244140625,169.73500061035156,1.3384457465020838,10.990627323525473
115,126.65550231933594,168.97000122070312,1.3340912800983555,11.528321117134453
116,125.56391906738281,167.40499877929688,1.3332253407084276,11.537694769727011
117,125.38836669921875,166.72000122070312,1.3296289409417907,11.97251047790138
118,124.92500305175781,166.43499755859375,1.3322793155317185,11.597168876935086
119,122.23500061035156,165.47999572753906,1.3537856988690133,8.718614969255867
120,122.44999694824219,165.92999267578125,1.3550836815938625,8.575011960379982
121,120.73750305175781,164.6313018798828,1.3635473462566854,7.433206530935763
122,120.16300201416016,164.07000732421875,1.36539537606496,7.175772554725427
123,120.23750305175781,163.47560119628906,1.359605755667754,7.87635103247456
124,119.9425048828125,163.14999389648438,1.3602350063964974,7.781552794325506
125,119.54100036621094,161.8300018310547,1.353761482129917,8.529355808900334
